Point ID,arc_length,div(phi),magR,momentError_0,momentError_1,momentError_2,momentError_Magnitude,nut,nuTilda,p,Points_0,Points_1,Points_2,Points_Magnitude,turbulenceProperties:devReff_0,turbulenceProperties:devReff_1,turbulenceProperties:devReff_2,turbulenceProperties:devReff_3,turbulenceProperties:devReff_4,turbulenceProperties:devReff_5,turbulenceProperties:devReff_Magnitude,turbulenceProperties:epsilon,turbulenceProperties:I,turbulenceProperties:k,turbulenceProperties:L,turbulenceProperties:nuEff,turbulenceProperties:nut,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5,turbulenceProperties:R_Magnitude,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
53,0.00742,-0.000363275,0.0149828,5.80281e-05,-8.54859e-05,-0.0489902,0.0489903,9.12104e-05,0.00011378,-0.160091,0,-0.06258,1,1.00196,4.2549e-07,-1.60207e-05,1.55952e-05,2.13397e-08,-0.00350899,-2.29028e-08,0.00350906,0.0657361,0.108557,0.0123869,0.00383399,0.00010121,9.12104e-05,0.00825834,0.00824343,0.00827206,1.9217e-08,-0.00313808,-2.07309e-08,0.0146434,4.00294e-06,0.000230838,0.845784,0.845784,1
54,0.00756,-0.000358233,0.0148274,5.7935e-05,-8.32127e-05,-0.0451641,0.0451642,9.23722e-05,0.000114684,-0.160091,0,-0.06244,1,1.00195,4.68213e-07,-1.64709e-05,1.60027e-05,2.14716e-08,-0.00347955,-2.29571e-08,0.00347962,0.0637891,0.107386,0.0122543,0.0038824,0.000102372,9.23722e-05,0.00816998,0.00815461,0.00818405,1.9359e-08,-0.00311666,-2.07662e-08,0.0144893,3.97016e-06,0.000241596,0.850264,0.850264,1
55,0.0077,-0.000353192,0.0146721,5.78419e-05,-8.09395e-05,-0.0413379,0.041338,9.3534e-05,0.000115587,-0.16009,0,-0.0623,1,1.00194,5.10937e-07,-1.69212e-05,1.64102e-05,2.16036e-08,-0.0034501,-2.30114e-08,0.00345018,0.0618421,0.106215,0.0121217,0.00393081,0.000103534,9.3534e-05,0.00808161,0.00806578,0.00809603,1.9501e-08,-0.00309524,-2.08015e-08,0.0143351,3.93738e-06,0.000252354,0.854744,0.854744,1
56,0.00784,-0.00034815,0.0145168,5.77488e-05,-7.86663e-05,-0.0375116,0.0375118,9.46958e-05,0.000116491,-0.16009,0,-0.06216,1,1.00193,5.53661e-07,-1.73714e-05,1.68177e-05,2.17355e-08,-0.00342066,-2.30658e-08,0.00342074,0.0598951,0.105044,0.0119891,0.00397922,0.000104696,9.46958e-05,0.00799325,0.00797696,0.00800801,1.96431e-08,-0.00307382,-2.08368e-08,0.014181,3.9046e-06,0.000263112,0.859224,0.859224,1
57,0.00798,-0.000343108,0.0143615,5.76557e-05,-7.63931e-05,-0.0336854,0.0336856,9.58577e-05,0.000117394,-0.160089,0,-0.06202,1,1.00192,5.96385e-07,-1.78216e-05,1.72252e-05,2.18675e-08,-0.00339121,-2.31201e-08,0.0033913,0.0579481,0.103873,0.0118565,0.00402762,0.000105858,9.58577e-05,0.00790489,0.00788813,0.00791999,1.97851e-08,-0.00305241,-2.08721e-08,0.0140269,3.87182e-06,0.00027387,0.863704,0.863704,1
58,0.00812,-0.000338066,0.0142061,5.75627e-05,-7.41199e-05,-0.0298592,0.0298593,9.70195e-05,0.000118298,-0.160088,0,-0.06188,1,1.00191,6.3911e-07,-1.82718e-05,1.76327e-05,2.19994e-08,-0.00336177,-2.31744e-08,0.00336187,0.0560011,0.102702,0.0117239,0.00407603,0.000107019,9.70195e-05,0.00781652,0.00779931,0.00783197,1.99271e-08,-0.00303099,-2.09074e-08,0.0138728,3.83904e-06,0.000284628,0.868184,0.868184,1
59,0.00826,-0.000333025,0.0140508,5.74696e-05,-7.18466e-05,-0.026033,0.0260331,9.81813e-05,0.000119201,-0.160088,0,-0.06174,1,1.0019,6.81834e-07,-1.87221e-05,1.80402e-05,2.21313e-08,-0.00333232,-2.32287e-08,0.00333243,0.0540541,0.101531,0.0115913,0.00412444,0.000108181,9.81813e-05,0.00772816,0.00771049,0.00774395,2.00692e-08,-0.00300957,-2.09427e-08,0.0137187,3.80626e-06,0.000295386,0.872664,0.872664,1
60,0.0084,-0.000327983,0.0138955,5.73765e-05,-6.95734e-05,-0.0222068,0.0222069,9.93431e-05,0.000120105,-0.160087,0,-0.0616,1,1.0019,7.24558e-07,-1.91723e-05,1.84477e-05,2.22633e-08,-0.00330288,-2.32831e-08,0.00330299,0.0521071,0.10036,0.0114587,0.00417285,0.000109343,9.93431e-05,0.00763979,0.00762166,0.00765593,2.02112e-08,-0.00298815,-2.0978e-08,0.0135646,3.77348e-06,0.000306143,0.877144,0.877144,1
61,0.00854,-0.000322941,0.0137401,5.72834e-05,-6.73002e-05,-0.0183805,0.0183808,0.000100505,0.000121008,-0.160087,0,-0.06146,1,1.00189,7.67283e-07,-1.96225e-05,1.88552e-05,2.23952e-08,-0.00327344,-2.33374e-08,0.00327355,0.0501601,0.0991885,0.0113261,0.00422125,0.000110505,0.000100505,0.00755143,0.00753284,0.00756791,2.03532e-08,-0.00296673,-2.10134e-08,0.0134105,3.74069e-06,0.000316901,0.881624,0.881624,1
62,0.00868,-0.000317899,0.0135848,5.71903e-05,-6.5027e-05,-0.0145543,0.0145546,0.000101667,0.000121912,-0.160086,0,-0.06132,1,1.00188,8.10007e-07,-2.00727e-05,1.92627e-05,2.25272e-08,-0.00324399,-2.33917e-08,0.00324411,0.0482131,0.0980174,0.0111935,0.00426966,0.000111667,0.000101667,0.00746306,0.00744401,0.00747989,2.04953e-08,-0.00294531,-2.10487e-08,0.0132565,3.70791e-06,0.000327659,0.886104,0.886104,1
63,0.00882,-0.000312858,0.0134295,5.70972e-05,-6.27538e-05,-0.0107281,0.0107284,0.000102829,0.000122815,-0.160085,0,-0.06118,1,1.00187,8.52731e-07,-2.05229e-05,1.96702e-05,2.26591e-08,-0.00321455,-2.3446e-08,0.00321467,0.0462661,0.0968463,0.0110609,0.00431807,0.000112829,0.000102829,0.0073747,0.00735519,0.00739187,2.06373e-08,-0.00292389,-2.1084e-08,0.0131024,3.67513e-06,0.000338417,0.890584,0.890585,1
64,0.00896,-0.000307816,0.0132742,5.70041e-05,-6.04806e-05,-0.00690189,0.00690239,0.00010399,0.000123719,-0.160085,0,-0.06104,1,1.00186,8.95455e-07,-2.09732e-05,2.00777e-05,2.27911e-08,-0.0031851,-2.35004e-08,0.00318523,0.0443191,0.0956752,0.0109283,0.00436648,0.00011399,0.00010399,0.00728634,0.00726636,0.00730385,2.07793e-08,-0.00290248,-2.11193e-08,0.0129484,3.64235e-06,0.000349175,0.895065,0.895065,1
65,0.0091,-0.000304264,0.0131469,5.69858e-05,-5.71571e-05,-0.0053983,0.0053989,0.000104555,0.000124165,-0.160084,0,-0.0609,1,1.00185,9.58297e-07,-2.13324e-05,2.03741e-05,2.27418e-08,-0.00315745,-2.38487e-08,0.00315759,0.0432151,0.0948098,0.0108217,0.00440344,0.000114555,0.000104555,0.00721537,0.007195,0.0072331,2.07444e-08,-0.00287931,-2.1433e-08,0.0128233,3.61732e-06,0.000362782,0.898713,0.898713,1
66,0.00924,-0.000301308,0.0130309,5.69974e-05,-5.34135e-05,-0.00482371,0.00482435,0.000104881,0.000124428,-0.160084,0,-0.06076,1,1.00184,1.02918e-06,-2.16553e-05,2.06261e-05,2.26201e-08,-0.00313051,-2.43145e-08,0.00313066,0.0424483,0.0940668,0.0107256,0.00443582,0.000114881,0.000104881,0.00715135,0.00713062,0.00716925,2.06387e-08,-0.00285546,-2.18581e-08,0.0127098,3.5954e-06,0.000377529,0.902029,0.902029,1
67,0.00938,-0.000298352,0.0129149,5.7009e-05,-4.96699e-05,-0.00424913,0.0042498,0.000105207,0.000124691,-0.160083,0,-0.06062,1,1.00184,1.10007e-06,-2.19781e-05,2.0878e-05,2.24983e-08,-0.00310358,-2.47804e-08,0.00310372,0.0416816,0.0933237,0.0106295,0.0044682,0.000115207,0.000105207,0.00708734,0.00706625,0.00710541,2.0533e-08,-0.0028316,-2.22833e-08,0.0125963,3.57348e-06,0.000392276,0.905345,0.905345,1
68,0.00952,-0.000295396,0.0127989,5.70205e-05,-4.59263e-05,-0.00367454,0.00367527,0.000105533,0.000124953,-0.160082,0,-0.06048,1,1.00183,1.17096e-06,-2.2301e-05,2.113e-05,2.23766e-08,-0.00307664,-2.52462e-08,0.00307679,0.0409148,0.0925807,0.0105334,0.00450058,0.000115533,0.000105533,0.00702333,0.00700187,0.00704157,2.04273e-08,-0.00280774,-2.27084e-08,0.0124828,3.55156e-06,0.000407023,0.908661,0.908661,1
69,0.00966,-0.00029244,0.0126829,5.70321e-05,-4.21827e-05,-0.00309996,0.00310077,0.000105859,0.000125216,-0.160082,0,-0.06034,1,1.00182,1.24185e-06,-2.26238e-05,2.13819e-05,2.22548e-08,-0.0030497,-2.57121e-08,0.00304986,0.040148,0.0918376,0.0104373,0.00453296,0.000115859,0.000105859,0.00695932,0.00693749,0.00697773,2.03217e-08,-0.00278388,-2.31335e-08,0.0123693,3.52964e-06,0.00042177,0.911977,0.911977,1
70,0.0098,-0.000289484,0.0125669,5.70437e-05,-3.84392e-05,-0.00252539,0.00252632,0.000106185,0.000125479,-0.160081,0,-0.0602,1,1.00181,1.31273e-06,-2.29466e-05,2.16339e-05,2.21331e-08,-0.00302277,-2.61779e-08,0.00302293,0.0393813,0.0910946,0.0103412,0.00456535,0.000116185,0.000106185,0.0068953,0.00687311,0.00691389,2.0216e-08,-0.00276003,-2.35586e-08,0.0122558,3.50771e-06,0.000436517,0.915292,0.915293,1
71,0.00994,-0.000286528,0.0124509,5.70552e-05,-3.46956e-05,-0.0019508,0.00195194,0.000106511,0.000125742,-0.16008,0,-0.06006,1,1.0018,1.38362e-06,-2.32695e-05,2.18859e-05,2.20113e-08,-0.00299583,-2.66438e-08,0.002996,0.0386145,0.0903516,0.010245,0.00459773,0.000116511,0.000106511,0.00683129,0.00680873,0.00685004,2.01103e-08,-0.00273617,-2.39837e-08,0.0121423,3.48579e-06,0.000451264,0.918608,0.918608,1
72,0.01008,-0.000283572,0.0123349,5.70668e-05,-3.0952e-05,-0.00137621,0.00137774,0.000106837,0.000126005,-0.16008,0,-0.05992,1,1.00179,1.45451e-06,-2.35923e-05,2.21378e-05,2.18896e-08,-0.0029689,-2.71096e-08,0.00296907,0.0378477,0.0896085,0.0101489,0.00463011,0.000116837,0.000106837,0.00676728,0.00674436,0.0067862,2.00046e-08,-0.00271231,-2.44088e-08,0.0120288,3.46387e-06,0.000466011,0.921924,0.921924,1
73,0.01022,-0.000280616,0.0122189,5.70784e-05,-2.72084e-05,-0.000801629,0.000804119,0.000107163,0.000126268,-0.160079,0,-0.05978,1,1.00179,1.5254e-06,-2.39152e-05,2.23898e-05,2.17678e-08,-0.00294196,-2.75755e-08,0.00294214,0.0370809,0.0888655,0.0100528,0.00466249,0.000117163,0.000107163,0.00670327,0.00667998,0.00672236,1.98989e-08,-0.00268845,-2.48339e-08,0.0119153,3.44195e-06,0.000480758,0.92524,0.92524,1
74,0.01036,-0.00027766,0.0121029,5.70899e-05,-2.34648e-05,-0.000227043,0.000235284,0.000107489,0.000126531,-0.160078,0,-0.05964,1,1.00178,1.59628e-06,-2.4238e-05,2.26417e-05,2.16461e-08,-0.00291502,-2.80413e-08,0.00291521,0.0363141,0.0881224,0.00995669,0.00469487,0.000117489,0.000107489,0.00663925,0.0066156,0.00665852,1.97932e-08,-0.0026646,-2.5259e-08,0.0118018,3.42003e-06,0.000495505,0.928556,0.928556,1
75,0.0105,-0.000274704,0.0119869,5.71015e-05,-1.97212e-05,0.000347543,0.000352754,0.000107815,0.000126794,-0.160078,0,-0.0595,1,1.00177,1.66717e-06,-2.45609e-05,2.28937e-05,2.15243e-08,-0.00288809,-2.85072e-08,0.00288828,0.0355474,0.0873794,0.00986057,0.00472725,0.000117815,0.000107815,0.00657524,0.00655122,0.00659467,1.96875e-08,-0.00264074,-2.56841e-08,0.0116883,3.3981e-06,0.000510251,0.931872,0.931872,1
76,0.01064,-0.000271748,0.0118709,5.71131e-05,-1.59776e-05,0.000922129,0.000924034,0.000108141,0.000127057,-0.160077,0,-0.05936,1,1.00176,1.73806e-06,-2.48837e-05,2.31457e-05,2.14026e-08,-0.00286115,-2.89731e-08,0.00286135,0.0347806,0.0866363,0.00976446,0.00475964,0.000118141,0.000108141,0.00651123,0.00648684,0.00653083,1.95818e-08,-0.00261688,-2.61092e-08,0.0115748,3.37618e-06,0.000524998,0.935188,0.935188,1
77,0.01078,-0.000268792,0.0117549,5.71247e-05,-1.2234e-05,0.00149671,0.00149785,0.000108467,0.000127319,-0.160077,0,-0.05922,1,1.00175,1.80895e-06,-2.52066e-05,2.33976e-05,2.12808e-08,-0.00283422,-2.94389e-08,0.00283443,0.0340138,0.0858933,0.00966834,0.00479202,0.000118467,0.000108467,0.00644722,0.00642247,0.00646699,1.94761e-08,-0.00259302,-2.65343e-08,0.0114613,3.35426e-06,0.000539745,0.938504,0.938504,1
78,0.01092,-0.000265836,0.0116389,5.71362e-05,-8.49035e-06,0.0020713,0.00207211,0.000108793,0.000127582,-0.160076,0,-0.05908,1,1.00174,1.87983e-06,-2.55294e-05,2.36496e-05,2.11591e-08,-0.00280728,-2.99048e-08,0.0028075,0.033247,0.0851502,0.00957222,0.0048244,0.000118793,0.000108793,0.0063832,0.00635809,0.00640315,1.93704e-08,-0.00256917,-2.69595e-08,0.0113478,3.33234e-06,0.000554492,0.941819,0.94182,1
79,0.01106,-0.00026288,0.0115229,5.71478e-05,-4.74675e-06,0.00264589,0.00264651,0.000109119,0.000127845,-0.160075,0,-0.05894,1,1.00174,1.95072e-06,-2.58523e-05,2.39015e-05,2.10373e-08,-0.00278034,-3.03706e-08,0.00278057,0.0324803,0.0844072,0.0094761,0.00485678,0.000119119,0.000109119,0.00631919,0.00629371,0.0063393,1.92647e-08,-0.00254531,-2.73846e-08,0.0112342,3.31041e-06,0.000569239,0.945135,0.945136,1
80,0.0112,-0.000259924,0.0114068,5.71594e-05,-1.00315e-06,0.00322047,0.00322098,0.000109445,0.000128108,-0.160075,0,-0.0588,1,1.00173,2.02161e-06,-2.61751e-05,2.41535e-05,2.09156e-08,-0.00275341,-3.08365e-08,0.00275364,0.0317135,0.0836642,0.00937999,0.00488916,0.000119445,0.000109445,0.00625518,0.00622933,0.00627546,1.9159e-08,-0.00252145,-2.78097e-08,0.0111207,3.28849e-06,0.000583986,0.948451,0.948451,1
81,0.01134,-0.000256968,0.0112908,5.71709e-05,2.74045e-06,0.00379506,0.00379549,0.000109771,0.000128371,-0.160074,0,-0.05866,1,1.00172,2.0925e-06,-2.6498e-05,2.44054e-05,2.07938e-08,-0.00272647,-3.13023e-08,0.00272671,0.0309467,0.0829211,0.00928387,0.00492155,0.000119771,0.000109771,0.00619117,0.00616495,0.00621162,1.90533e-08,-0.00249759,-2.82348e-08,0.0110072,3.26657e-06,0.000598733,0.951767,0.951767,1
82,0.01148,-0.000254012,0.0111748,5.71825e-05,6.48405e-06,0.00436964,0.00437002,0.000110097,0.000128634,-0.160073,0,-0.05852,1,1.00171,2.16338e-06,-2.68208e-05,2.46574e-05,2.06721e-08,-0.00269954,-3.17682e-08,0.00269978,0.0301799,0.0821781,0.00918775,0.00495393,0.000120097,0.000110097,0.00612715,0.00610058,0.00614778,1.89476e-08,-0.00247373,-2.86599e-08,0.0108937,3.24465e-06,0.00061348,0.955083,0.955083,1
83,0.01162,-0.000251056,0.0110588,5.71941e-05,1.02276e-05,0.00494423,0.00494457,0.000110423,0.000128897,-0.160073,0,-0.05838,1,1.0017,2.23427e-06,-2.71436e-05,2.49094e-05,2.05503e-08,-0.0026726,-3.2234e-08,0.00267286,0.0294131,0.081435,0.00909164,0.00498631,0.000120423,0.000110423,0.00606314,0.0060362,0.00608393,1.88419e-08,-0.00244988,-2.9085e-08,0.0107802,3.22273e-06,0.000628227,0.958399,0.958399,1
84,0.01176,-0.0002481,0.0109428,5.72057e-05,1.39713e-05,0.00551882,0.00551913,0.000110749,0.00012916,-0.160072,0,-0.05824,1,1.00169,2.30516e-06,-2.74665e-05,2.51613e-05,2.04286e-08,-0.00264566,-3.26999e-08,0.00264593,0.0286464,0.080692,0.00899552,0.00501869,0.000120749,0.000110749,0.00599913,0.00597182,0.00602009,1.87362e-08,-0.00242602,-2.95101e-08,0.0106667,3.2008e-06,0.000642974,0.961715,0.961715,1
85,0.0119,-0.000245144,0.0108268,5.72172e-05,1.77149e-05,0.0060934,0.0060937,0.000111075,0.000129423,-0.160071,0,-0.0581,1,1.00169,2.37605e-06,-2.77893e-05,2.54133e-05,2.03069e-08,-0.00261873,-3.31658e-08,0.002619,0.0278796,0.0799489,0.0088994,0.00505107,0.000121075,0.000111075,0.00593512,0.00590744,0.00595625,1.86306e-08,-0.00240216,-2.99352e-08,0.0105532,3.17888e-06,0.000657721,0.965031,0.965031,1
86,0.01204,-0.000243109,0.0107128,5.72351e-05,2.05717e-05,0.00642716,0.00642744,0.00011125,0.000129564,-0.160071,0,-0.05796,1,1.00168,2.44905e-06,-2.80537e-05,2.56046e-05,2.02175e-08,-0.00259184,-3.35233e-08,0.00259212,0.0271966,0.0792429,0.00880516,0.00508106,0.00012125,0.00011125,0.00587236,0.00584437,0.0058936,1.85519e-08,-0.00237803,-3.02626e-08,0.0104418,3.15844e-06,0.000673266,0.968157,0.968157,1
87,0.01218,-0.000243375,0.0106035,5.72685e-05,2.12117e-05,0.0061588,0.0061591,0.000111051,0.000129403,-0.16007,0,-0.05782,1,1.00167,2.52735e-06,-2.81717e-05,2.56444e-05,2.02089e-08,-0.00256507,-3.36103e-08,0.00256536,0.0267231,0.0786294,0.00871561,0.00510506,0.000121051,0.000111051,0.00581273,0.00578457,0.00583393,1.8541e-08,-0.00235322,-3.03454e-08,0.0103354,3.1417e-06,0.000690808,0.970807,0.970808,1
88,0.01232,-0.000243641,0.0104943,5.7302e-05,2.18517e-05,0.00589045,0.00589076,0.000110851,0.000129241,-0.16007,0,-0.05768,1,1.00166,2.60565e-06,-2.82898e-05,2.56841e-05,2.02004e-08,-0.00253831,-3.36972e-08,0.00253859,0.0262496,0.0780159,0.00862606,0.00512905,0.000120851,0.000110851,0.0057531,0.00572476,0.00577427,1.853e-08,-0.00232841,-3.04282e-08,0.0102291,3.12497e-06,0.00070835,0.973458,0.973459,1
89,0.01246,-0.000243907,0.0103851,5.73355e-05,2.24917e-05,0.00562209,0.00562243,0.000110652,0.00012908,-0.160069,0,-0.05754,1,1.00165,2.68395e-06,-2.84078e-05,2.57239e-05,2.01919e-08,-0.00251154,-3.37841e-08,0.00251183,0.0257761,0.0774024,0.00853651,0.00515305,0.000120652,0.000110652,0.00569347,0.00566496,0.0057146,1.8519e-08,-0.00230361,-3.05111e-08,0.0101228,3.10823e-06,0.000725891,0.976109,0.97611,1
90,0.0126,-0.000244173,0.0102759,5.7369e-05,2.31317e-05,0.00535373,0.00535409,0.000110452,0.000128918,-0.160068,0,-0.0574,1,1.00165,2.76225e-06,-2.85259e-05,2.57636e-05,2.01834e-08,-0.00248477,-3.3871e-08,0.00248507,0.0253026,0.0767889,0.00844696,0.00517705,0.000120452,0.000110452,0.00563384,0.00560516,0.00565493,1.8508e-08,-0.0022788,-3.05939e-08,0.0100164,3.09149e-06,0.000743433,0.97876,0.97876,1
91,0.01274,-0.000244439,0.0101666,5.74025e-05,2.37717e-05,0.00508538,0.00508576,0.000110252,0.000128757,-0.160068,0,-0.05726,1,1.00164,2.84055e-06,-2.86439e-05,2.58034e-05,2.01749e-08,-0.002458,-3.3958e-08,0.00245831,0.0248291,0.0761755,0.00835741,0.00520105,0.000120252,0.000110252,0.00557421,0.00554535,0.00559526,1.84971e-08,-0.00225399,-3.06768e-08,0.00991011,3.07475e-06,0.000760974,0.981411,0.981411,1
92,0.01288,-0.000244705,0.0100574,5.7436e-05,2.44117e-05,0.00481702,0.00481743,0.000110053,0.000128595,-0.160067,0,-0.05712,1,1.00163,2.91885e-06,-2.8762e-05,2.58431e-05,2.01664e-08,-0.00243124,-3.40449e-08,0.00243155,0.0243556,0.075562,0.00826787,0.00522504,0.000120053,0.000110053,0.00551458,0.00548555,0.0055356,1.84861e-08,-0.00222918,-3.07596e-08,0.00980377,3.05802e-06,0.000778516,0.984062,0.984062,1
93,0.01302,-0.000244971,0.0099482,5.74695e-05,2.50517e-05,0.00454867,0.0045491,0.000109853,0.000128434,-0.160067,0,-0.05698,1,1.00162,2.99715e-06,-2.888e-05,2.58828e-05,2.01579e-08,-0.00240447,-3.41318e-08,0.00240478,0.0238821,0.0749485,0.00817832,0.00524904,0.000119853,0.000109853,0.00545496,0.00542575,0.00547593,1.84751e-08,-0.00220437,-3.08425e-08,0.00969744,3.04128e-06,0.000796058,0.986713,0.986713,1
94,0.01316,-0.000245237,0.00983898,5.75029e-05,2.56916e-05,0.00428031,0.00428078,0.000109654,0.000128272,-0.160066,0,-0.05684,1,1.00161,3.07545e-06,-2.89981e-05,2.59226e-05,2.01494e-08,-0.0023777,-3.42187e-08,0.00237802,0.0234086,0.074335,0.00808877,0.00527304,0.000119654,0.000109654,0.00539533,0.00536594,0.00541626,1.84641e-08,-0.00217956,-3.09253e-08,0.00959111,3.02454e-06,0.000813599,0.989364,0.989364,1
95,0.0133,-0.000245503,0.00972976,5.75364e-05,2.63316e-05,0.00401196,0.00401246,0.000109454,0.000128111,-0.160065,0,-0.0567,1,1.00161,3.15375e-06,-2.91161e-05,2.59623e-05,2.01409e-08,-0.00235094,-3.43057e-08,0.00235126,0.0229351,0.0737215,0.00799922,0.00529704,0.000119454,0.000109454,0.0053357,0.00530614,0.0053566,1.84532e-08,-0.00215475,-3.10082e-08,0.00948477,3.0078e-06,0.000831141,0.992015,0.992015,1
96,0.01344,-0.000245769,0.00962054,5.75699e-05,2.69716e-05,0.0037436,0.00374414,0.000109254,0.000127949,-0.160065,0,-0.05656,1,1.0016,3.23205e-06,-2.92341e-05,2.60021e-05,2.01324e-08,-0.00232417,-3.43926e-08,0.0023245,0.0224616,0.073108,0.00790967,0.00532104,0.000119254,0.000109254,0.00527607,0.00524634,0.00529693,1.84422e-08,-0.00212995,-3.1091e-08,0.00937844,2.99107e-06,0.000848682,0.994665,0.994666,1
97,0.01358,-0.000246035,0.00951131,5.76034e-05,2.76116e-05,0.00347525,0.00347583,0.000109055,0.000127788,-0.160064,0,-0.05642,1,1.00159,3.31035e-06,-2.93522e-05,2.60418e-05,2.01238e-08,-0.0022974,-3.44795e-08,0.00229774,0.0219881,0.0724945,0.00782012,0.00534503,0.000119055,0.000109055,0.00521644,0.00518653,0.00523726,1.84312e-08,-0.00210514,-3.11739e-08,0.0092721,2.97433e-06,0.000866224,0.997316,0.997317,1
98,0.01372,-0.000246301,0.0094021,5.76369e-05,2.82516e-05,0.0032069,0.00320754,0.000108855,0.000127626,-0.160063,0,-0.05628,1,1.00158,3.38865e-06,-2.94702e-05,2.60816e-05,2.01153e-08,-0.00227063,-3.45664e-08,0.00227098,0.0215146,0.071881,0.00773057,0.00536903,0.000118855,0.000108855,0.00515681,0.00512673,0.0051776,1.84203e-08,-0.00208033,-3.12567e-08,0.00916577,2.95759e-06,0.000883765,0.999967,0.999968,1
99,0.01386,-0.000246567,0.00929287,5.76704e-05,2.88916e-05,0.00293854,0.00293925,0.000108656,0.000127465,-0.160063,0,-0.05614,1,1.00157,3.46695e-06,-2.95883e-05,2.61213e-05,2.01068e-08,-0.00224387,-3.46533e-08,0.00224422,0.0210411,0.0712676,0.00764102,0.00539303,0.000118656,0.000108656,0.00509719,0.00506693,0.00511793,1.84093e-08,-0.00205552,-3.13396e-08,0.00905944,2.94085e-06,0.000901307,1.00262,1.00262,1
100,0.014,-0.000246833,0.00918365,5.77039e-05,2.95316e-05,0.00267019,0.00267097,0.000108456,0.000127304,-0.160062,0,-0.056,1,1.00157,3.54525e-06,-2.97063e-05,2.61611e-05,2.00983e-08,-0.0022171,-3.47403e-08,0.00221746,0.0205676,0.0706541,0.00755147,0.00541703,0.000118456,0.000108456,0.00503756,0.00500712,0.00505826,1.83983e-08,-0.00203071,-3.14224e-08,0.0089531,2.92412e-06,0.000918848,1.00527,1.00527,1
101,0.01414,-0.0002471,0.00907443,5.77373e-05,3.01715e-05,0.00240183,0.00240271,0.000108256,0.000127142,-0.160062,0,-0.05586,1,1.00156,3.62355e-06,-2.98244e-05,2.62008e-05,2.00898e-08,-0.00219033,-3.48272e-08,0.0021907,0.0200941,0.0700406,0.00746192,0.00544102,0.000118256,0.000108256,0.00497793,0.00494732,0.0049986,1.83873e-08,-0.0020059,-3.15053e-08,0.00884677,2.90738e-06,0.00093639,1.00792,1.00792,1
102,0.01428,-0.000247366,0.00896521,5.77708e-05,3.08115e-05,0.00213348,0.00213448,0.000108057,0.000126981,-0.160061,0,-0.05572,1,1.00155,3.70185e-06,-2.99424e-05,2.62406e-05,2.00813e-08,-0.00216357,-3.49141e-08,0.00216394,0.0196206,0.0694271,0.00737237,0.00546502,0.000118057,0.000108057,0.0049183,0.00488752,0.00493893,1.83764e-08,-0.00198109,-3.15881e-08,0.00874044,2.89064e-06,0.000953932,1.01057,1.01057,1
103,0.01442,-0.000247632,0.00885599,5.78043e-05,3.14515e-05,0.00186512,0.00186628,0.000107857,0.000126819,-0.16006,0,-0.05558,1,1.00154,3.78015e-06,-3.00605e-05,2.62803e-05,2.00728e-08,-0.0021368,-3.5001e-08,0.00213718,0.0191471,0.0688136,0.00728282,0.00548902,0.000117857,0.000107857,0.00485867,0.00482771,0.00487926,1.83654e-08,-0.00195629,-3.1671e-08,0.0086341,2.8739e-06,0.000971473,1.01322,1.01322,1
104,0.01456,-0.000247898,0.00874677,5.78378e-05,3.20915e-05,0.00159676,0.00159813,0.000107658,0.000126658,-0.16006,0,-0.05544,1,1.00154,3.85845e-06,-3.01785e-05,2.63201e-05,2.00643e-08,-0.00211003,-3.5088e-08,0.00211042,0.0186736,0.0682001,0.00719327,0.00551302,0.000117658,0.000107658,0.00479904,0.00476791,0.00481959,1.83544e-08,-0.00193148,-3.17538e-08,0.00852777,2.85717e-06,0.000989015,1.01587,1.01587,1
105,0.0147,-0.000248164,0.00863755,5.78713e-05,3.27315e-05,0.00132841,0.00133007,0.000107458,0.000126496,-0.160059,0,-0.0553,1,1.00153,3.93675e-06,-3.02966e-05,2.63598e-05,2.00558e-08,-0.00208326,-3.51749e-08,0.00208366,0.0182001,0.0675866,0.00710372,0.00553701,0.000117458,0.000107458,0.00473941,0.00470811,0.00475993,1.83435e-08,-0.00190667,-3.18367e-08,0.00842144,2.84043e-06,0.00100656,1.01852,1.01852,1
106,0.01484,-0.00024843,0.00852832,5.79048e-05,3.33715e-05,0.00106005,0.00106216,0.000107258,0.000126335,-0.160059,0,-0.05516,1,1.00152,4.01505e-06,-3.04146e-05,2.63996e-05,2.00473e-08,-0.0020565,-3.52618e-08,0.0020569,0.0177266,0.0669731,0.00701417,0.00556101,0.000117258,0.000107258,0.00467979,0.0046483,0.00470026,1.83325e-08,-0.00188186,-3.19195e-08,0.0083151,2.82369e-06,0.0010241,1.02117,1.02117,1
107,0.01498,-0.000248696,0.0084191,5.79383e-05,3.40115e-05,0.000791698,0.000794544,0.000107059,0.000126173,-0.160058,0,-0.05502,1,1.00151,4.09335e-06,-3.05327e-05,2.64393e-05,2.00387e-08,-0.00202973,-3.53487e-08,0.00203014,0.0172531,0.0663596,0.00692463,0.00558501,0.000117059,0.000107059,0.00462016,0.0045885,0.00464059,1.83215e-08,-0.00185705,-3.20024e-08,0.00820877,2.80695e-06,0.00104164,1.02383,1.02383,1
