Point ID,arc_length,div(phi),magR,momentError_0,momentError_1,momentError_2,momentError_Magnitude,nut,nuTilda,p,Points_0,Points_1,Points_2,Points_Magnitude,turbulenceProperties:devReff_0,turbulenceProperties:devReff_1,turbulenceProperties:devReff_2,turbulenceProperties:devReff_3,turbulenceProperties:devReff_4,turbulenceProperties:devReff_5,turbulenceProperties:devReff_Magnitude,turbulenceProperties:epsilon,turbulenceProperties:I,turbulenceProperties:k,turbulenceProperties:L,turbulenceProperties:nuEff,turbulenceProperties:nut,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5,turbulenceProperties:R_Magnitude,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
472,0.06608,-0.000149596,1.40879e-05,-2.09329e-05,-1.18329e-05,-0.000156171,0.000158012,4.70286e-06,3.72536e-05,-0.160003,0,-0.00392,1,1.00001,1.62533e-06,1.62691e-06,-3.25224e-06,-1.33386e-09,2.60996e-07,-6.48693e-09,3.99171e-06,1.12485e-07,0.00248571,1.21486e-05,0.0618616,1.47029e-05,4.70286e-06,8.61897e-06,8.6195e-06,7.05881e-06,-4.2469e-10,8.2102e-08,-2.07623e-09,1.4086e-05,-7.81767e-07,0.0002215,1.1449,1.1449,1
473,0.06622,-0.000149909,1.40866e-05,-2.08892e-05,-1.19598e-05,-0.00015612,0.000157964,4.70476e-06,3.72578e-05,-0.160003,0,-0.00378,1,1.00001,1.62551e-06,1.62718e-06,-3.25268e-06,-1.31907e-09,2.51579e-07,-6.46251e-09,3.99165e-06,1.12464e-07,0.0024856,1.21475e-05,0.0618643,1.47048e-05,4.70476e-06,8.61843e-06,8.61898e-06,7.05764e-06,-4.20118e-10,7.91391e-08,-2.06886e-09,1.40848e-05,-7.75155e-07,0.000213783,1.1449,1.1449,1
474,0.06636,-0.000150222,1.40853e-05,-2.08455e-05,-1.20867e-05,-0.000156068,0.000157917,4.70667e-06,3.7262e-05,-0.160003,0,-0.00364,1,1.00001,1.62568e-06,1.62744e-06,-3.25313e-06,-1.30427e-09,2.42163e-07,-6.43809e-09,3.99161e-06,1.12444e-07,0.00248549,1.21464e-05,0.061867,1.47067e-05,4.70667e-06,8.61788e-06,8.61846e-06,7.05646e-06,-4.15546e-10,7.61763e-08,-2.06149e-09,1.40835e-05,-7.68543e-07,0.000206065,1.1449,1.1449,1
475,0.0665,-0.000150534,1.4084e-05,-2.08018e-05,-1.22136e-05,-0.000156016,0.00015787,4.70858e-06,3.72662e-05,-0.160003,0,-0.0035,1,1.00001,1.62586e-06,1.62771e-06,-3.25357e-06,-1.28947e-09,2.32747e-07,-6.41367e-09,3.99159e-06,1.12423e-07,0.00248538,1.21453e-05,0.0618696,1.47086e-05,4.70858e-06,8.61734e-06,8.61795e-06,7.05529e-06,-4.10974e-10,7.32134e-08,-2.05412e-09,1.40823e-05,-7.61931e-07,0.000198348,1.14489,1.14489,1
476,0.06664,-0.000150847,1.40828e-05,-2.07581e-05,-1.23404e-05,-0.000155965,0.000157823,4.71049e-06,3.72704e-05,-0.160003,0,-0.00336,1,1.00001,1.62604e-06,1.62797e-06,-3.25401e-06,-1.27467e-09,2.23331e-07,-6.38925e-09,3.99159e-06,1.12403e-07,0.00248528,1.21442e-05,0.0618723,1.47105e-05,4.71049e-06,8.6168e-06,8.61743e-06,7.05412e-06,-4.06403e-10,7.02505e-08,-2.04675e-09,1.4081e-05,-7.55319e-07,0.00019063,1.14489,1.14489,1
477,0.06678,-0.00015116,1.40815e-05,-2.07144e-05,-1.24673e-05,-0.000155913,0.000157776,4.7124e-06,3.72747e-05,-0.160003,0,-0.00322,1,1.00001,1.62622e-06,1.62824e-06,-3.25446e-06,-1.25987e-09,2.13915e-07,-6.36483e-09,3.99162e-06,1.12382e-07,0.00248517,1.21431e-05,0.061875,1.47124e-05,4.7124e-06,8.61625e-06,8.61691e-06,7.05294e-06,-4.01831e-10,6.72877e-08,-2.03938e-09,1.40798e-05,-7.48706e-07,0.000182912,1.14489,1.14489,1
478,0.06692,-0.000151473,1.40802e-05,-2.06707e-05,-1.25942e-05,-0.000155861,0.00015773,4.7143e-06,3.72789e-05,-0.160003,0,-0.00308,1,1,1.6264e-06,1.6285e-06,-3.2549e-06,-1.24507e-09,2.04499e-07,-6.34041e-09,3.99167e-06,1.12362e-07,0.00248506,1.21419e-05,0.0618777,1.47143e-05,4.7143e-06,8.61571e-06,8.6164e-06,7.05177e-06,-3.97259e-10,6.43248e-08,-2.03201e-09,1.40785e-05,-7.42094e-07,0.000175195,1.14489,1.14489,1
479,0.06706,-0.000151785,1.4079e-05,-2.0627e-05,-1.27211e-05,-0.00015581,0.000157683,4.71621e-06,3.72831e-05,-0.160003,0,-0.00294,1,1,1.62658e-06,1.62877e-06,-3.25534e-06,-1.23028e-09,1.95083e-07,-6.31599e-09,3.99174e-06,1.12341e-07,0.00248495,1.21408e-05,0.0618804,1.47162e-05,4.71621e-06,8.61517e-06,8.61588e-06,7.0506e-06,-3.92687e-10,6.13619e-08,-2.02464e-09,1.40773e-05,-7.35482e-07,0.000167477,1.14488,1.14488,1
480,0.0672,-0.000152098,1.40777e-05,-2.05833e-05,-1.2848e-05,-0.000155758,0.000157637,4.71812e-06,3.72873e-05,-0.160003,0,-0.0028,1,1,1.62676e-06,1.62903e-06,-3.25579e-06,-1.21548e-09,1.85667e-07,-6.29156e-09,3.99183e-06,1.12321e-07,0.00248484,1.21397e-05,0.0618831,1.47181e-05,4.71812e-06,8.61462e-06,8.61537e-06,7.04943e-06,-3.88115e-10,5.8399e-08,-2.01728e-09,1.4076e-05,-7.2887e-07,0.00015976,1.14488,1.14488,1
481,0.06734,-0.000152411,1.40764e-05,-2.05396e-05,-1.29749e-05,-0.000155706,0.00015759,4.72003e-06,3.72915e-05,-0.160003,0,-0.00266,1,1,1.62694e-06,1.6293e-06,-3.25623e-06,-1.20068e-09,1.76251e-07,-6.26714e-09,3.99195e-06,1.12301e-07,0.00248473,1.21386e-05,0.0618857,1.472e-05,4.72003e-06,8.61408e-06,8.61485e-06,7.04825e-06,-3.83544e-10,5.54362e-08,-2.00991e-09,1.40748e-05,-7.22258e-07,0.000152042,1.14488,1.14488,1
482,0.06748,-0.000152723,1.40752e-05,-2.0496e-05,-1.31018e-05,-0.000155655,0.000157544,4.72194e-06,3.72957e-05,-0.160003,0,-0.00252,1,1,1.62711e-06,1.62956e-06,-3.25667e-06,-1.18588e-09,1.66835e-07,-6.24272e-09,3.99209e-06,1.1228e-07,0.00248463,1.21375e-05,0.0618884,1.47219e-05,4.72194e-06,8.61354e-06,8.61433e-06,7.04708e-06,-3.78972e-10,5.24733e-08,-2.00254e-09,1.40735e-05,-7.15646e-07,0.000144325,1.14488,1.14488,1
483,0.06762,-0.000153036,1.40739e-05,-2.04523e-05,-1.32287e-05,-0.000155603,0.000157498,4.72384e-06,3.72999e-05,-0.160003,0,-0.00238,1,1,1.62729e-06,1.62982e-06,-3.25712e-06,-1.17108e-09,1.57418e-07,-6.2183e-09,3.99225e-06,1.1226e-07,0.00248452,1.21364e-05,0.0618911,1.47238e-05,4.72384e-06,8.61299e-06,8.61382e-06,7.04591e-06,-3.744e-10,4.95104e-08,-1.99517e-09,1.40723e-05,-7.09034e-07,0.000136607,1.14487,1.14487,1
484,0.06776,-0.000153349,1.40726e-05,-2.04086e-05,-1.33556e-05,-0.000155551,0.000157452,4.72575e-06,3.73041e-05,-0.160003,0,-0.00224,1,1,1.62747e-06,1.63009e-06,-3.25756e-06,-1.15628e-09,1.48002e-07,-6.19388e-09,3.99243e-06,1.12239e-07,0.00248441,1.21352e-05,0.0618938,1.47258e-05,4.72575e-06,8.61245e-06,8.6133e-06,7.04473e-06,-3.69828e-10,4.65475e-08,-1.9878e-09,1.4071e-05,-7.02422e-07,0.000128889,1.14487,1.14487,1
485,0.0679,-0.000153661,1.40713e-05,-2.03649e-05,-1.34824e-05,-0.0001555,0.000157406,4.72766e-06,3.73083e-05,-0.160003,0,-0.0021,1,1,1.62765e-06,1.63035e-06,-3.258e-06,-1.14148e-09,1.38586e-07,-6.16946e-09,3.99263e-06,1.12219e-07,0.0024843,1.21341e-05,0.0618965,1.47277e-05,4.72766e-06,8.61191e-06,8.61278e-06,7.04356e-06,-3.65256e-10,4.35847e-08,-1.98043e-09,1.40698e-05,-6.9581e-07,0.000121172,1.14487,1.14487,1
486,0.06804,-0.000153974,1.40701e-05,-2.03212e-05,-1.36093e-05,-0.000155448,0.00015736,4.72957e-06,3.73125e-05,-0.160003,0,-0.00196,1,1,1.62783e-06,1.63062e-06,-3.25845e-06,-1.12669e-09,1.2917e-07,-6.14504e-09,3.99286e-06,1.12198e-07,0.00248419,1.2133e-05,0.0618992,1.47296e-05,4.72957e-06,8.61136e-06,8.61227e-06,7.04239e-06,-3.60685e-10,4.06218e-08,-1.97306e-09,1.40685e-05,-6.89198e-07,0.000113454,1.14487,1.14487,1
487,0.06818,-0.000154287,1.40688e-05,-2.02775e-05,-1.37362e-05,-0.000155396,0.000157314,4.73148e-06,3.73167e-05,-0.160003,0,-0.00182,1,1,1.62801e-06,1.63088e-06,-3.25889e-06,-1.11189e-09,1.19754e-07,-6.12062e-09,3.99311e-06,1.12178e-07,0.00248408,1.21319e-05,0.0619019,1.47315e-05,4.73148e-06,8.61082e-06,8.61175e-06,7.04122e-06,-3.56113e-10,3.76589e-08,-1.96569e-09,1.40673e-05,-6.82586e-07,0.000105737,1.14486,1.14486,1
488,0.06832,-0.000154599,1.40675e-05,-2.02338e-05,-1.38631e-05,-0.000155344,0.000157269,4.73338e-06,3.73209e-05,-0.160003,0,-0.00168,1,1,1.62819e-06,1.63115e-06,-3.25933e-06,-1.09709e-09,1.10338e-07,-6.0962e-09,3.99338e-06,1.12157e-07,0.00248397,1.21308e-05,0.0619045,1.47334e-05,4.73338e-06,8.61028e-06,8.61124e-06,7.04004e-06,-3.51541e-10,3.4696e-08,-1.95832e-09,1.4066e-05,-6.75974e-07,9.80191e-05,1.14486,1.14486,1
489,0.06846,-0.000154912,1.40663e-05,-2.01901e-05,-1.399e-05,-0.000155293,0.000157223,4.73529e-06,3.73251e-05,-0.160003,0,-0.00154,1,1,1.62836e-06,1.63141e-06,-3.25978e-06,-1.08229e-09,1.00922e-07,-6.07178e-09,3.99367e-06,1.12137e-07,0.00248387,1.21297e-05,0.0619072,1.47353e-05,4.73529e-06,8.60973e-06,8.61072e-06,7.03887e-06,-3.46969e-10,3.17332e-08,-1.95095e-09,1.40648e-05,-6.69361e-07,9.03015e-05,1.14486,1.14486,1
490,0.0686,-0.000155225,1.4065e-05,-2.01464e-05,-1.41169e-05,-0.000155241,0.000157178,4.7372e-06,3.73294e-05,-0.160003,0,-0.0014,1,1,1.62854e-06,1.63168e-06,-3.26022e-06,-1.06749e-09,9.15058e-08,-6.04735e-09,3.99399e-06,1.12116e-07,0.00248376,1.21285e-05,0.0619099,1.47372e-05,4.7372e-06,8.60919e-06,8.6102e-06,7.0377e-06,-3.42397e-10,2.87703e-08,-1.94358e-09,1.40636e-05,-6.62749e-07,8.25839e-05,1.14486,1.14486,1
491,0.06874,-0.000155538,1.40637e-05,-2.01027e-05,-1.42438e-05,-0.000155189,0.000157133,4.73911e-06,3.73336e-05,-0.160003,0,-0.00126,1,1,1.62872e-06,1.63194e-06,-3.26066e-06,-1.05269e-09,8.20897e-08,-6.02293e-09,3.99433e-06,1.12096e-07,0.00248365,1.21274e-05,0.0619126,1.47391e-05,4.73911e-06,8.60865e-06,8.60969e-06,7.03652e-06,-3.37825e-10,2.58074e-08,-1.93621e-09,1.40623e-05,-6.56137e-07,7.48663e-05,1.14485,1.14485,1
492,0.06888,-0.00015585,1.40624e-05,-2.0059e-05,-1.43707e-05,-0.000155138,0.000157088,4.74102e-06,3.73378e-05,-0.160003,0,-0.00112,1,1,1.6289e-06,1.63221e-06,-3.2611e-06,-1.0379e-09,7.26736e-08,-5.99851e-09,3.99469e-06,1.12075e-07,0.00248354,1.21263e-05,0.0619153,1.4741e-05,4.74102e-06,8.6081e-06,8.60917e-06,7.03535e-06,-3.33254e-10,2.28445e-08,-1.92885e-09,1.40611e-05,-6.49525e-07,6.71488e-05,1.14485,1.14485,1
493,0.06902,-0.000156163,1.40612e-05,-2.00153e-05,-1.44976e-05,-0.000155086,0.000157043,4.74292e-06,3.7342e-05,-0.160003,0,-0.00098,1,1,1.62908e-06,1.63247e-06,-3.26155e-06,-1.0231e-09,6.32575e-08,-5.97409e-09,3.99507e-06,1.12055e-07,0.00248343,1.21252e-05,0.061918,1.47429e-05,4.74292e-06,8.60756e-06,8.60865e-06,7.03418e-06,-3.28682e-10,1.98817e-08,-1.92148e-09,1.40598e-05,-6.42913e-07,5.94312e-05,1.14485,1.14485,1
494,0.06916,-0.000156476,1.40599e-05,-1.99716e-05,-1.46245e-05,-0.000155034,0.000156998,4.74483e-06,3.73462e-05,-0.160003,0,-0.00084,1,1,1.62926e-06,1.63274e-06,-3.26199e-06,-1.0083e-09,5.38414e-08,-5.94967e-09,3.99548e-06,1.12034e-07,0.00248332,1.21241e-05,0.0619206,1.47448e-05,4.74483e-06,8.60701e-06,8.60814e-06,7.03301e-06,-3.2411e-10,1.69188e-08,-1.91411e-09,1.40586e-05,-6.36301e-07,5.17136e-05,1.14485,1.14485,1
495,0.0693,-0.000156788,1.40586e-05,-1.99279e-05,-1.47513e-05,-0.000154983,0.000156953,4.74674e-06,3.73504e-05,-0.160003,0,-0.0007,1,1,1.62944e-06,1.633e-06,-3.26243e-06,-9.935e-10,4.44253e-08,-5.92525e-09,3.9959e-06,1.12014e-07,0.00248321,1.2123e-05,0.0619233,1.47467e-05,4.74674e-06,8.60647e-06,8.60762e-06,7.03183e-06,-3.19538e-10,1.39559e-08,-1.90674e-09,1.40574e-05,-6.29689e-07,4.3996e-05,1.14484,1.14484,1
496,0.06944,-0.000157101,1.40574e-05,-1.98842e-05,-1.48782e-05,-0.000154931,0.000156909,4.74865e-06,3.73546e-05,-0.160003,0,-0.00056,1,1,1.62961e-06,1.63327e-06,-3.26288e-06,-9.78702e-10,3.50092e-08,-5.90083e-09,3.99635e-06,1.11993e-07,0.00248311,1.21218e-05,0.061926,1.47487e-05,4.74865e-06,8.60593e-06,8.60711e-06,7.03066e-06,-3.14966e-10,1.0993e-08,-1.89937e-09,1.40561e-05,-6.23077e-07,3.62784e-05,1.14484,1.14484,1
497,0.06958,-0.000157414,1.40561e-05,-1.98406e-05,-1.50051e-05,-0.000154879,0.000156864,4.75056e-06,3.73588e-05,-0.160003,0,-0.00042,1,1,1.62979e-06,1.63353e-06,-3.26332e-06,-9.63904e-10,2.55931e-08,-5.87641e-09,3.99682e-06,1.11973e-07,0.002483,1.21207e-05,0.0619287,1.47506e-05,4.75056e-06,8.60539e-06,8.60659e-06,7.02949e-06,-3.10395e-10,8.03016e-09,-1.892e-09,1.40549e-05,-6.16465e-07,2.85609e-05,1.14484,1.14484,1
498,0.06972,-0.000157726,1.40548e-05,-1.97969e-05,-1.5132e-05,-0.000154828,0.00015682,4.75246e-06,3.7363e-05,-0.160003,0,-0.00028,1,1,1.62997e-06,1.63379e-06,-3.26376e-06,-9.49105e-10,1.6177e-08,-5.85199e-09,3.99732e-06,1.11952e-07,0.00248289,1.21196e-05,0.0619314,1.47525e-05,4.75246e-06,8.60484e-06,8.60607e-06,7.02831e-06,-3.05823e-10,5.06729e-09,-1.88463e-09,1.40536e-05,-6.09853e-07,2.08433e-05,1.14484,1.14484,1
499,0.06986,-0.000158039,1.40535e-05,-1.97532e-05,-1.52589e-05,-0.000154776,0.000156776,4.75437e-06,3.73672e-05,-0.160003,0,-0.00014,1,1,1.63015e-06,1.63406e-06,-3.26421e-06,-9.34307e-10,6.76085e-09,-5.82757e-09,3.99783e-06,1.11932e-07,0.00248278,1.21185e-05,0.0619341,1.47544e-05,4.75437e-06,8.6043e-06,8.60556e-06,7.02714e-06,-3.01251e-10,2.10441e-09,-1.87726e-09,1.40524e-05,-6.03241e-07,1.31257e-05,1.14483,1.14483,1
500,0.07,-0.000158352,1.40523e-05,-1.97095e-05,-1.53858e-05,-0.000154724,0.000156732,4.75628e-06,3.73714e-05,-0.160003,0,0,1,1,1.63033e-06,1.63432e-06,-3.26465e-06,-9.19508e-10,-2.65525e-09,-5.80314e-09,3.99837e-06,1.11911e-07,0.00248267,1.21174e-05,0.0619368,1.47563e-05,4.75628e-06,8.60375e-06,8.60504e-06,7.02597e-06,-2.96679e-10,-8.58463e-10,-1.86989e-09,1.40512e-05,-5.96629e-07,5.40813e-06,1.14483,1.14483,1
501,0.07014,-0.000158848,1.40538e-05,-1.96338e-05,-1.51372e-05,-0.000154686,0.00015666,4.7544e-06,3.73673e-05,-0.160003,0,0.00014,1,1,1.63016e-06,1.63409e-06,-3.26425e-06,-9.02189e-10,-1.20651e-08,-5.78228e-09,3.99789e-06,1.11936e-07,0.0024828,1.21187e-05,0.0619335,1.47544e-05,4.7544e-06,8.60445e-06,8.60571e-06,7.02727e-06,-2.91155e-10,-3.81995e-09,-1.86283e-09,1.40527e-05,-5.94561e-07,-2.31712e-06,1.14483,1.14483,1
502,0.07028,-0.000159345,1.40553e-05,-1.95582e-05,-1.48885e-05,-0.000154648,0.000156589,4.75253e-06,3.73632e-05,-0.160003,0,0.00028,1,1,1.62999e-06,1.63385e-06,-3.26384e-06,-8.84871e-10,-2.14749e-08,-5.76143e-09,3.99743e-06,1.11961e-07,0.00248293,1.212e-05,0.0619303,1.47525e-05,4.75253e-06,8.60514e-06,8.60638e-06,7.02857e-06,-2.85631e-10,-6.78144e-09,-1.85576e-09,1.40541e-05,-5.92498e-07,-1.00424e-05,1.14484,1.14484,1
503,0.07042,-0.000159842,1.40568e-05,-1.94826e-05,-1.46399e-05,-0.00015461,0.000156518,4.75065e-06,3.7359e-05,-0.160003,0,0.00042,1,1,1.62982e-06,1.63362e-06,-3.26343e-06,-8.67552e-10,-3.08847e-08,-5.74059e-09,3.997e-06,1.11985e-07,0.00248306,1.21214e-05,0.061927,1.47507e-05,4.75065e-06,8.60583e-06,8.60706e-06,7.02987e-06,-2.80107e-10,-9.74293e-09,-1.84869e-09,1.40556e-05,-5.90435e-07,-1.77676e-05,1.14484,1.14484,1
504,0.07056,-0.000160338,1.40584e-05,-1.9407e-05,-1.43913e-05,-0.000154571,0.000156448,4.74877e-06,3.73549e-05,-0.160003,0,0.00056,1,1,1.62965e-06,1.63338e-06,-3.26303e-06,-8.50233e-10,-4.02945e-08,-5.71974e-09,3.99658e-06,1.1201e-07,0.00248319,1.21227e-05,0.0619238,1.47488e-05,4.74877e-06,8.60652e-06,8.60773e-06,7.03117e-06,-2.74583e-10,-1.27044e-08,-1.84162e-09,1.40571e-05,-5.88371e-07,-2.54929e-05,1.14484,1.14484,1
505,0.0707,-0.000160835,1.40599e-05,-1.93314e-05,-1.41427e-05,-0.000154533,0.000156378,4.7469e-06,3.73507e-05,-0.160003,0,0.0007,1,1,1.62948e-06,1.63315e-06,-3.26262e-06,-8.32914e-10,-4.97043e-08,-5.69889e-09,3.99619e-06,1.12034e-07,0.00248332,1.2124e-05,0.0619206,1.47469e-05,4.7469e-06,8.60722e-06,8.6084e-06,7.03247e-06,-2.69059e-10,-1.56659e-08,-1.83455e-09,1.40586e-05,-5.86308e-07,-3.32181e-05,1.14484,1.14484,1
506,0.07084,-0.000161332,1.40614e-05,-1.92557e-05,-1.3894e-05,-0.000154495,0.000156309,4.74502e-06,3.73466e-05,-0.160003,0,0.00084,1,1,1.62931e-06,1.63291e-06,-3.26221e-06,-8.15595e-10,-5.91141e-08,-5.67804e-09,3.99582e-06,1.12059e-07,0.00248346,1.21254e-05,0.0619173,1.4745e-05,4.74502e-06,8.60791e-06,8.60907e-06,7.03377e-06,-2.63535e-10,-1.86274e-08,-1.82748e-09,1.40601e-05,-5.84244e-07,-4.09434e-05,1.14485,1.14485,1
507,0.07098,-0.000161828,1.40629e-05,-1.91801e-05,-1.36454e-05,-0.000154457,0.00015624,4.74314e-06,3.73425e-05,-0.160003,0,0.00098,1,1,1.62914e-06,1.63267e-06,-3.26181e-06,-7.98276e-10,-6.85239e-08,-5.65719e-09,3.99548e-06,1.12083e-07,0.00248359,1.21267e-05,0.0619141,1.47432e-05,4.74314e-06,8.6086e-06,8.60974e-06,7.03507e-06,-2.58011e-10,-2.15889e-08,-1.82041e-09,1.40616e-05,-5.82181e-07,-4.86686e-05,1.14485,1.14485,1
508,0.07112,-0.000162325,1.40645e-05,-1.91045e-05,-1.33968e-05,-0.000154418,0.000156171,4.74127e-06,3.73383e-05,-0.160003,0,0.00112,1,1,1.62897e-06,1.63244e-06,-3.2614e-06,-7.80958e-10,-7.79337e-08,-5.63635e-09,3.99515e-06,1.12108e-07,0.00248372,1.2128e-05,0.0619109,1.47413e-05,4.74127e-06,8.6093e-06,8.61042e-06,7.03637e-06,-2.52487e-10,-2.45504e-08,-1.81334e-09,1.40631e-05,-5.80118e-07,-5.63938e-05,1.14485,1.14485,1
509,0.07126,-0.000162822,1.4066e-05,-1.90289e-05,-1.31482e-05,-0.00015438,0.000156103,4.73939e-06,3.73342e-05,-0.160003,0,0.00126,1,1,1.62879e-06,1.6322e-06,-3.261e-06,-7.63639e-10,-8.73435e-08,-5.6155e-09,3.99485e-06,1.12132e-07,0.00248385,1.21294e-05,0.0619076,1.47394e-05,4.73939e-06,8.60999e-06,8.61109e-06,7.03767e-06,-2.46963e-10,-2.75119e-08,-1.80627e-09,1.40646e-05,-5.78054e-07,-6.41191e-05,1.14485,1.14485,1
510,0.0714,-0.000163318,1.40675e-05,-1.89532e-05,-1.28995e-05,-0.000154342,0.000156036,4.73752e-06,3.73301e-05,-0.160003,0,0.0014,1,1,1.62862e-06,1.63197e-06,-3.26059e-06,-7.4632e-10,-9.67533e-08,-5.59465e-09,3.99457e-06,1.12157e-07,0.00248398,1.21307e-05,0.0619044,1.47375e-05,4.73752e-06,8.61068e-06,8.61176e-06,7.03898e-06,-2.41439e-10,-3.04734e-08,-1.7992e-09,1.40661e-05,-5.75991e-07,-7.18443e-05,1.14486,1.14486,1
511,0.07154,-0.000163815,1.4069e-05,-1.88776e-05,-1.26509e-05,-0.000154304,0.000155968,4.73564e-06,3.73259e-05,-0.160003,0,0.00154,1,1,1.62845e-06,1.63173e-06,-3.26018e-06,-7.29001e-10,-1.06163e-07,-5.5738e-09,3.99431e-06,1.12181e-07,0.00248411,1.2132e-05,0.0619012,1.47356e-05,4.73564e-06,8.61137e-06,8.61243e-06,7.04028e-06,-2.35915e-10,-3.34348e-08,-1.79213e-09,1.40676e-05,-5.73927e-07,-7.95696e-05,1.14486,1.14486,1
512,0.07168,-0.000164311,1.40705e-05,-1.8802e-05,-1.24023e-05,-0.000154266,0.000155901,4.73376e-06,3.73218e-05,-0.160003,0,0.00168,1,1,1.62828e-06,1.6315e-06,-3.25978e-06,-7.11682e-10,-1.15573e-07,-5.55295e-09,3.99407e-06,1.12206e-07,0.00248424,1.21334e-05,0.0618979,1.47338e-05,4.73376e-06,8.61207e-06,8.6131e-06,7.04158e-06,-2.30391e-10,-3.63963e-08,-1.78506e-09,1.40691e-05,-5.71864e-07,-8.72948e-05,1.14486,1.14486,1
513,0.07182,-0.000164808,1.40721e-05,-1.87264e-05,-1.21536e-05,-0.000154227,0.000155835,4.73189e-06,3.73176e-05,-0.160003,0,0.00182,1,1,1.62811e-06,1.63126e-06,-3.25937e-06,-6.94363e-10,-1.24983e-07,-5.53211e-09,3.99386e-06,1.1223e-07,0.00248437,1.21347e-05,0.0618947,1.47319e-05,4.73189e-06,8.61276e-06,8.61378e-06,7.04288e-06,-2.24867e-10,-3.93578e-08,-1.77799e-09,1.40706e-05,-5.69801e-07,-9.50201e-05,1.14486,1.14486,1
514,0.07196,-0.000165305,1.40736e-05,-1.86507e-05,-1.1905e-05,-0.000154189,0.000155769,4.73001e-06,3.73135e-05,-0.160003,0,0.00196,1,1,1.62794e-06,1.63103e-06,-3.25897e-06,-6.77045e-10,-1.34393e-07,-5.51126e-09,3.99367e-06,1.12255e-07,0.0024845,1.2136e-05,0.0618915,1.473e-05,4.73001e-06,8.61345e-06,8.61445e-06,7.04418e-06,-2.19343e-10,-4.23193e-08,-1.77092e-09,1.4072e-05,-5.67737e-07,-0.000102745,1.14487,1.14487,1
515,0.0721,-0.000165801,1.40751e-05,-1.85751e-05,-1.16564e-05,-0.000154151,0.000155703,4.72813e-06,3.73094e-05,-0.160003,0,0.0021,1,1,1.62777e-06,1.63079e-06,-3.25856e-06,-6.59726e-10,-1.43802e-07,-5.49041e-09,3.9935e-06,1.12279e-07,0.00248463,1.21374e-05,0.0618882,1.47281e-05,4.72813e-06,8.61414e-06,8.61512e-06,7.04548e-06,-2.13819e-10,-4.52808e-08,-1.76385e-09,1.40735e-05,-5.65674e-07,-0.000110471,1.14487,1.14487,1
516,0.07224,-0.000166298,1.40766e-05,-1.84995e-05,-1.14078e-05,-0.000154113,0.000155638,4.72626e-06,3.73052e-05,-0.160003,0,0.00224,1,1,1.6276e-06,1.63055e-06,-3.25815e-06,-6.42407e-10,-1.53212e-07,-5.46956e-09,3.99335e-06,1.12304e-07,0.00248476,1.21387e-05,0.061885,1.47263e-05,4.72626e-06,8.61484e-06,8.61579e-06,7.04678e-06,-2.08295e-10,-4.82423e-08,-1.75679e-09,1.4075e-05,-5.6361e-07,-0.000118196,1.14487,1.14487,1
517,0.07238,-0.000166795,1.40781e-05,-1.84239e-05,-1.11591e-05,-0.000154074,0.000155573,4.72438e-06,3.73011e-05,-0.160003,0,0.00238,1,1,1.62743e-06,1.63032e-06,-3.25775e-06,-6.25088e-10,-1.62622e-07,-5.44871e-09,3.99323e-06,1.12328e-07,0.00248489,1.214e-05,0.0618818,1.47244e-05,4.72438e-06,8.61553e-06,8.61646e-06,7.04808e-06,-2.02771e-10,-5.12038e-08,-1.74972e-09,1.40765e-05,-5.61547e-07,-0.000125921,1.14487,1.14487,1
518,0.07252,-0.000167291,1.40797e-05,-1.83482e-05,-1.09105e-05,-0.000154036,0.000155508,4.7225e-06,3.7297e-05,-0.160003,0,0.00252,1,1,1.62726e-06,1.63008e-06,-3.25734e-06,-6.07769e-10,-1.72032e-07,-5.42787e-09,3.99313e-06,1.12353e-07,0.00248502,1.21414e-05,0.0618785,1.47225e-05,4.7225e-06,8.61622e-06,8.61714e-06,7.04938e-06,-1.97246e-10,-5.41653e-08,-1.74265e-09,1.4078e-05,-5.59483e-07,-0.000133646,1.14488,1.14488,1
519,0.07266,-0.000167788,1.40812e-05,-1.82726e-05,-1.06619e-05,-0.000153998,0.000155444,4.72063e-06,3.72928e-05,-0.160003,0,0.00266,1,1,1.62709e-06,1.62985e-06,-3.25694e-06,-5.9045e-10,-1.81442e-07,-5.40702e-09,3.99305e-06,1.12377e-07,0.00248515,1.21427e-05,0.0618753,1.47206e-05,4.72063e-06,8.61692e-06,8.61781e-06,7.05068e-06,-1.91722e-10,-5.71268e-08,-1.73558e-09,1.40795e-05,-5.5742e-07,-0.000141372,1.14488,1.14488,1
520,0.0728,-0.000168285,1.40827e-05,-1.8197e-05,-1.04133e-05,-0.00015396,0.000155381,4.71875e-06,3.72887e-05,-0.160003,0,0.0028,1,1,1.62692e-06,1.62961e-06,-3.25653e-06,-5.73131e-10,-1.90851e-07,-5.38617e-09,3.99299e-06,1.12402e-07,0.00248528,1.2144e-05,0.0618721,1.47188e-05,4.71875e-06,8.61761e-06,8.61848e-06,7.05198e-06,-1.86198e-10,-6.00882e-08,-1.72851e-09,1.4081e-05,-5.55357e-07,-0.000149097,1.14488,1.14488,1
