Point ID,arc_length,div(phi),magR,momentError_0,momentError_1,momentError_2,momentError_Magnitude,nu,nut,nuTilda,p,Points_0,Points_1,Points_2,Points_Magnitude,turbulenceProperties:devReff_0,turbulenceProperties:devReff_1,turbulenceProperties:devReff_2,turbulenceProperties:devReff_3,turbulenceProperties:devReff_4,turbulenceProperties:devReff_5,turbulenceProperties:devReff_Magnitude,turbulenceProperties:epsilon,turbulenceProperties:I,turbulenceProperties:k,turbulenceProperties:L,turbulenceProperties:nuEff,turbulenceProperties:nut,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5,turbulenceProperties:R_Magnitude,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
53,0.00742,-9.00507e-09,0,-3.88169e-06,4.53435e-07,-1.79361e-05,1.8357e-05,0.0055428,0,0,9.16457,0,-0.06258,1,1.00196,-1.23411e-08,-8.67343e-08,9.90753e-08,2.31055e-07,-0.282545,7.31151e-08,0.282545,0,0,0,0,0.0055428,0,0,0,0,0,0,0,0,-2.64475e-07,3.04903e-08,0.403108,0.403108,1
54,0.00756,-9.06121e-09,0,-3.96693e-06,4.72474e-07,-1.83236e-05,1.8754e-05,0.00554511,0,0,9.16457,0,-0.06244,1,1.00195,-1.25622e-08,-8.83681e-08,1.0093e-07,2.31879e-07,-0.281878,7.55489e-08,0.281878,0,0,0,0,0.00554511,0,0,0,0,0,0,0,0,-2.69891e-07,3.15925e-08,0.41019,0.41019,1
55,0.0077,-9.11735e-09,0,-4.05217e-06,4.91515e-07,-1.87111e-05,1.91511e-05,0.00554742,0,0,9.16457,0,-0.0623,1,1.00194,-1.27834e-08,-9.00021e-08,1.02785e-07,2.32702e-07,-0.28121,7.79828e-08,0.28121,0,0,0,0,0.00554742,0,0,0,0,0,0,0,0,-2.75306e-07,3.26947e-08,0.417273,0.417273,1
56,0.00784,-9.17349e-09,0,-4.13742e-06,5.10555e-07,-1.90985e-05,1.95482e-05,0.00554974,0,0,9.16457,0,-0.06216,1,1.00193,-1.30045e-08,-9.1636e-08,1.0464e-07,2.33525e-07,-0.280543,8.04166e-08,0.280543,0,0,0,0,0.00554974,0,0,0,0,0,0,0,0,-2.80722e-07,3.37969e-08,0.424356,0.424356,1
57,0.00798,-9.22963e-09,0,-4.22266e-06,5.29595e-07,-1.9486e-05,1.99453e-05,0.00555205,0,0,9.16457,0,-0.06202,1,1.00192,-1.32257e-08,-9.327e-08,1.06496e-07,2.34348e-07,-0.279875,8.28505e-08,0.279875,0,0,0,0,0.00555205,0,0,0,0,0,0,0,0,-2.86137e-07,3.48991e-08,0.431439,0.431439,1
58,0.00812,-9.28578e-09,0,-4.3079e-06,5.48635e-07,-1.98735e-05,2.03424e-05,0.00555436,0,0,9.16457,0,-0.06188,1,1.00191,-1.34468e-08,-9.49039e-08,1.08351e-07,2.35172e-07,-0.279208,8.52843e-08,0.279208,0,0,0,0,0.00555436,0,0,0,0,0,0,0,0,-2.91553e-07,3.60012e-08,0.438521,0.438521,1
59,0.00826,-9.34192e-09,0,-4.39315e-06,5.67675e-07,-2.02609e-05,2.07395e-05,0.00555667,0,0,9.16457,0,-0.06174,1,1.0019,-1.3668e-08,-9.65378e-08,1.10206e-07,2.35995e-07,-0.27854,8.77182e-08,0.27854,0,0,0,0,0.00555667,0,0,0,0,0,0,0,0,-2.96968e-07,3.71034e-08,0.445604,0.445604,1
60,0.0084,-9.39806e-09,0,-4.47839e-06,5.86715e-07,-2.06484e-05,2.11366e-05,0.00555898,0,0,9.16457,0,-0.0616,1,1.0019,-1.38892e-08,-9.81718e-08,1.12061e-07,2.36818e-07,-0.277873,9.0152e-08,0.277873,0,0,0,0,0.00555898,0,0,0,0,0,0,0,0,-3.02384e-07,3.82056e-08,0.452687,0.452687,1
61,0.00854,-9.4542e-09,0,-4.56364e-06,6.05755e-07,-2.10358e-05,2.15337e-05,0.00556129,0,0,9.16457,0,-0.06146,1,1.00189,-1.41103e-08,-9.98057e-08,1.13916e-07,2.37642e-07,-0.277205,9.25859e-08,0.277205,0,0,0,0,0.00556129,0,0,0,0,0,0,0,0,-3.07799e-07,3.93078e-08,0.45977,0.45977,1
62,0.00868,-9.51034e-09,0,-4.64888e-06,6.24795e-07,-2.14233e-05,2.19308e-05,0.0055636,0,0,9.16457,0,-0.06132,1,1.00188,-1.43315e-08,-1.0144e-07,1.15771e-07,2.38465e-07,-0.276538,9.50198e-08,0.276538,0,0,0,0,0.0055636,0,0,0,0,0,0,0,0,-3.13215e-07,4.041e-08,0.466852,0.466852,1
63,0.00882,-9.56648e-09,0,-4.73412e-06,6.43836e-07,-2.18108e-05,2.23279e-05,0.00556591,0,0,9.16457,0,-0.06118,1,1.00187,-1.45526e-08,-1.03074e-07,1.17626e-07,2.39288e-07,-0.27587,9.74536e-08,0.27587,0,0,0,0,0.00556591,0,0,0,0,0,0,0,0,-3.1863e-07,4.15122e-08,0.473935,0.473935,1
64,0.00896,-9.62262e-09,0,-4.81937e-06,6.62876e-07,-2.21982e-05,2.2725e-05,0.00556822,0,0,9.16457,0,-0.06104,1,1.00186,-1.47738e-08,-1.04708e-07,1.19481e-07,2.40112e-07,-0.275203,9.98875e-08,0.275203,0,0,0,0,0.00556822,0,0,0,0,0,0,0,0,-3.24046e-07,4.26144e-08,0.481018,0.481018,1
65,0.0091,-9.15565e-09,0,-4.91046e-06,6.8872e-07,-2.25922e-05,2.313e-05,0.00557055,0,0,9.16457,0,-0.0609,1,1.00185,-1.49915e-08,-1.06263e-07,1.21255e-07,2.40695e-07,-0.274559,1.01328e-07,0.274559,0,0,0,0,0.00557055,0,0,0,0,0,0,0,0,-3.29552e-07,4.40149e-08,0.487809,0.487809,1
66,0.00924,-8.47944e-09,0,-5.00389e-06,7.17285e-07,-2.29889e-05,2.35381e-05,0.00557288,0,0,9.16457,0,-0.06076,1,1.00184,-1.52078e-08,-1.07788e-07,1.22996e-07,2.41183e-07,-0.273926,1.02371e-07,0.273926,0,0,0,0,0.00557288,0,0,0,0,0,0,0,0,-3.35096e-07,4.55346e-08,0.494484,0.494484,1
67,0.00938,-7.80323e-09,0,-5.09732e-06,7.4585e-07,-2.33855e-05,2.39462e-05,0.00557521,0,0,9.16457,0,-0.06062,1,1.00184,-1.54241e-08,-1.09313e-07,1.24737e-07,2.41671e-07,-0.273292,1.03414e-07,0.273292,0,0,0,0,0.00557521,0,0,0,0,0,0,0,0,-3.40639e-07,4.70544e-08,0.501159,0.501159,1
68,0.00952,-7.12702e-09,0,-5.19075e-06,7.74415e-07,-2.37821e-05,2.43543e-05,0.00557753,0,0,9.16457,0,-0.06048,1,1.00183,-1.56404e-08,-1.10838e-07,1.26478e-07,2.42159e-07,-0.272658,1.04457e-07,0.272658,0,0,0,0,0.00557753,0,0,0,0,0,0,0,0,-3.46183e-07,4.85741e-08,0.507834,0.507834,1
69,0.00966,-6.45081e-09,0,-5.28418e-06,8.0298e-07,-2.41788e-05,2.47625e-05,0.00557986,0,0,9.16457,0,-0.06034,1,1.00182,-1.58567e-08,-1.12362e-07,1.28219e-07,2.42647e-07,-0.272024,1.055e-07,0.272024,0,0,0,0,0.00557986,0,0,0,0,0,0,0,0,-3.51726e-07,5.00939e-08,0.514508,0.514508,1
70,0.0098,-5.77461e-09,0,-5.37761e-06,8.31545e-07,-2.45754e-05,2.51706e-05,0.00558219,0,0,9.16457,0,-0.0602,1,1.00181,-1.6073e-08,-1.13887e-07,1.2996e-07,2.43135e-07,-0.27139,1.06543e-07,0.27139,0,0,0,0,0.00558219,0,0,0,0,0,0,0,0,-3.5727e-07,5.16136e-08,0.521183,0.521183,1
71,0.00994,-5.0984e-09,0,-5.47104e-06,8.6011e-07,-2.4972e-05,2.55788e-05,0.00558452,0,0,9.16457,0,-0.06006,1,1.0018,-1.62893e-08,-1.15412e-07,1.31701e-07,2.43623e-07,-0.270757,1.07586e-07,0.270757,0,0,0,0,0.00558452,0,0,0,0,0,0,0,0,-3.62813e-07,5.31333e-08,0.527858,0.527858,1
72,0.01008,-4.42219e-09,0,-5.56447e-06,8.88675e-07,-2.53687e-05,2.5987e-05,0.00558685,0,0,9.16457,0,-0.05992,1,1.00179,-1.65056e-08,-1.16936e-07,1.33442e-07,2.44111e-07,-0.270123,1.08629e-07,0.270123,0,0,0,0,0.00558685,0,0,0,0,0,0,0,0,-3.68356e-07,5.46531e-08,0.534533,0.534533,1
73,0.01022,-3.74598e-09,0,-5.6579e-06,9.1724e-07,-2.57653e-05,2.63952e-05,0.00558918,0,0,9.16457,0,-0.05978,1,1.00179,-1.67219e-08,-1.18461e-07,1.35183e-07,2.44599e-07,-0.269489,1.09673e-07,0.269489,0,0,0,0,0.00558918,0,0,0,0,0,0,0,0,-3.739e-07,5.61728e-08,0.541208,0.541208,1
74,0.01036,-3.06977e-09,0,-5.75133e-06,9.45805e-07,-2.6162e-05,2.68034e-05,0.0055915,0,0,9.16457,0,-0.05964,1,1.00178,-1.69382e-08,-1.19986e-07,1.36924e-07,2.45086e-07,-0.268855,1.10716e-07,0.268855,0,0,0,0,0.0055915,0,0,0,0,0,0,0,0,-3.79443e-07,5.76926e-08,0.547882,0.547882,1
75,0.0105,-2.39356e-09,0,-5.84476e-06,9.74371e-07,-2.65586e-05,2.72116e-05,0.00559383,0,0,9.16457,0,-0.0595,1,1.00177,-1.71545e-08,-1.21511e-07,1.38665e-07,2.45574e-07,-0.268221,1.11759e-07,0.268221,0,0,0,0,0.00559383,0,0,0,0,0,0,0,0,-3.84987e-07,5.92123e-08,0.554557,0.554557,1
76,0.01064,-1.71735e-09,0,-5.93819e-06,1.00294e-06,-2.69552e-05,2.76198e-05,0.00559616,0,0,9.16457,0,-0.05936,1,1.00176,-1.73708e-08,-1.23035e-07,1.40406e-07,2.46062e-07,-0.267588,1.12802e-07,0.267588,0,0,0,0,0.00559616,0,0,0,0,0,0,0,0,-3.9053e-07,6.0732e-08,0.561232,0.561232,1
77,0.01078,-1.04114e-09,0,-6.03162e-06,1.0315e-06,-2.73519e-05,2.8028e-05,0.00559849,0,0,9.16457,0,-0.05922,1,1.00175,-1.75871e-08,-1.2456e-07,1.42147e-07,2.4655e-07,-0.266954,1.13845e-07,0.266954,0,0,0,0,0.00559849,0,0,0,0,0,0,0,0,-3.96074e-07,6.22518e-08,0.567907,0.567907,1
78,0.01092,-3.64928e-10,0,-6.12505e-06,1.06007e-06,-2.77485e-05,2.84362e-05,0.00560082,0,0,9.16457,0,-0.05908,1,1.00174,-1.78034e-08,-1.26085e-07,1.43888e-07,2.47038e-07,-0.26632,1.14888e-07,0.26632,0,0,0,0,0.00560082,0,0,0,0,0,0,0,0,-4.01617e-07,6.37715e-08,0.574582,0.574582,1
79,0.01106,3.11283e-10,0,-6.21848e-06,1.08863e-06,-2.81451e-05,2.88445e-05,0.00560315,0,0,9.16457,0,-0.05894,1,1.00174,-1.80197e-08,-1.27609e-07,1.45629e-07,2.47526e-07,-0.265686,1.15931e-07,0.265686,0,0,0,0,0.00560315,0,0,0,0,0,0,0,0,-4.07161e-07,6.52913e-08,0.581257,0.581257,1
80,0.0112,9.87494e-10,0,-6.31191e-06,1.1172e-06,-2.85418e-05,2.92527e-05,0.00560547,0,0,9.16457,0,-0.0588,1,1.00173,-1.8236e-08,-1.29134e-07,1.4737e-07,2.48014e-07,-0.265053,1.16974e-07,0.265053,0,0,0,0,0.00560547,0,0,0,0,0,0,0,0,-4.12704e-07,6.6811e-08,0.587931,0.587931,1
81,0.01134,1.6637e-09,0,-6.40535e-06,1.14576e-06,-2.89384e-05,2.9661e-05,0.0056078,0,0,9.16457,0,-0.05866,1,1.00172,-1.84523e-08,-1.30659e-07,1.49111e-07,2.48502e-07,-0.264419,1.18017e-07,0.264419,0,0,0,0,0.0056078,0,0,0,0,0,0,0,0,-4.18248e-07,6.83308e-08,0.594606,0.594606,1
82,0.01148,2.33991e-09,0,-6.49878e-06,1.17433e-06,-2.9335e-05,3.00692e-05,0.00561013,0,0,9.16457,0,-0.05852,1,1.00171,-1.86686e-08,-1.32184e-07,1.50852e-07,2.4899e-07,-0.263785,1.1906e-07,0.263785,0,0,0,0,0.00561013,0,0,0,0,0,0,0,0,-4.23791e-07,6.98505e-08,0.601281,0.601281,1
83,0.01162,3.01613e-09,0,-6.59221e-06,1.20289e-06,-2.97317e-05,3.04775e-05,0.00561246,0,0,9.16457,0,-0.05838,1,1.0017,-1.88849e-08,-1.33708e-07,1.52593e-07,2.49478e-07,-0.263151,1.20103e-07,0.263151,0,0,0,0,0.00561246,0,0,0,0,0,0,0,0,-4.29335e-07,7.13703e-08,0.607956,0.607956,1
84,0.01176,3.69234e-09,0,-6.68564e-06,1.23146e-06,-3.01283e-05,3.08858e-05,0.00561479,0,0,9.16457,0,-0.05824,1,1.00169,-1.91012e-08,-1.35233e-07,1.54334e-07,2.49965e-07,-0.262517,1.21146e-07,0.262517,0,0,0,0,0.00561479,0,0,0,0,0,0,0,0,-4.34878e-07,7.289e-08,0.614631,0.614631,1
85,0.0119,4.36855e-09,0,-6.77907e-06,1.26002e-06,-3.0525e-05,3.1294e-05,0.00561712,0,0,9.16457,0,-0.0581,1,1.00169,-1.93175e-08,-1.36758e-07,1.56075e-07,2.50453e-07,-0.261884,1.2219e-07,0.261884,0,0,0,0,0.00561712,0,0,0,0,0,0,0,0,-4.40421e-07,7.44097e-08,0.621306,0.621306,1
86,0.01204,4.91086e-09,0,-6.87408e-06,1.29098e-06,-3.09152e-05,3.16965e-05,0.00561944,0,0,9.16457,0,-0.05796,1,1.00168,-1.95298e-08,-1.38236e-07,1.57766e-07,2.50829e-07,-0.261261,1.23481e-07,0.261261,0,0,0,0,0.00561944,0,0,0,0,0,0,0,0,-4.45949e-07,7.60353e-08,0.627871,0.627871,1
87,0.01218,5.11841e-09,0,-6.97305e-06,1.32794e-06,-3.12895e-05,3.20846e-05,0.00562177,0,0,9.16457,0,-0.05782,1,1.00167,-1.97319e-08,-1.39598e-07,1.5933e-07,2.50925e-07,-0.260665,1.25393e-07,0.260665,0,0,0,0,0.00562177,0,0,0,0,0,0,0,0,-4.51437e-07,7.79253e-08,0.634164,0.634164,1
88,0.01232,5.32597e-09,0,-7.07202e-06,1.36489e-06,-3.16638e-05,3.24726e-05,0.00562409,0,0,9.16457,0,-0.05768,1,1.00166,-1.9934e-08,-1.40961e-07,1.60895e-07,2.51021e-07,-0.260069,1.27306e-07,0.260069,0,0,0,0,0.00562409,0,0,0,0,0,0,0,0,-4.56924e-07,7.98153e-08,0.640456,0.640456,1
89,0.01246,5.53352e-09,0,-7.17099e-06,1.40185e-06,-3.20381e-05,3.28607e-05,0.00562641,0,0,9.16457,0,-0.05754,1,1.00165,-2.01362e-08,-1.42323e-07,1.62459e-07,2.51117e-07,-0.259473,1.29218e-07,0.259473,0,0,0,0,0.00562641,0,0,0,0,0,0,0,0,-4.62412e-07,8.17052e-08,0.646749,0.646749,1
90,0.0126,5.74108e-09,0,-7.26995e-06,1.4388e-06,-3.24124e-05,3.32488e-05,0.00562873,0,0,9.16457,0,-0.0574,1,1.00165,-2.03383e-08,-1.43685e-07,1.64024e-07,2.51213e-07,-0.258877,1.3113e-07,0.258877,0,0,0,0,0.00562873,0,0,0,0,0,0,0,0,-4.679e-07,8.35952e-08,0.653042,0.653042,1
91,0.01274,5.94863e-09,0,-7.36892e-06,1.47576e-06,-3.27867e-05,3.3637e-05,0.00563105,0,0,9.16457,0,-0.05726,1,1.00164,-2.05404e-08,-1.45048e-07,1.65588e-07,2.51309e-07,-0.258281,1.33043e-07,0.258281,0,0,0,0,0.00563105,0,0,0,0,0,0,0,0,-4.73388e-07,8.54852e-08,0.659334,0.659334,1
92,0.01288,6.15618e-09,0,-7.46789e-06,1.51271e-06,-3.3161e-05,3.40251e-05,0.00563337,0,0,9.16457,0,-0.05712,1,1.00163,-2.07425e-08,-1.4641e-07,1.67152e-07,2.51405e-07,-0.257685,1.34955e-07,0.257685,0,0,0,0,0.00563337,0,0,0,0,0,0,0,0,-4.78875e-07,8.73752e-08,0.665627,0.665627,1
93,0.01302,6.36374e-09,0,-7.56686e-06,1.54967e-06,-3.35353e-05,3.44133e-05,0.0056357,0,0,9.16457,0,-0.05698,1,1.00162,-2.09447e-08,-1.47772e-07,1.68717e-07,2.51501e-07,-0.257089,1.36867e-07,0.257089,0,0,0,0,0.0056357,0,0,0,0,0,0,0,0,-4.84363e-07,8.92652e-08,0.671919,0.671919,1
94,0.01316,6.57129e-09,0,-7.66583e-06,1.58662e-06,-3.39096e-05,3.48014e-05,0.00563802,0,0,9.16457,0,-0.05684,1,1.00161,-2.11468e-08,-1.49134e-07,1.70281e-07,2.51597e-07,-0.256493,1.38779e-07,0.256493,0,0,0,0,0.00563802,0,0,0,0,0,0,0,0,-4.89851e-07,9.11552e-08,0.678212,0.678212,1
95,0.0133,6.77885e-09,0,-7.7648e-06,1.62358e-06,-3.42838e-05,3.51896e-05,0.00564034,0,0,9.16457,0,-0.0567,1,1.00161,-2.13489e-08,-1.50497e-07,1.71846e-07,2.51693e-07,-0.255897,1.40692e-07,0.255897,0,0,0,0,0.00564034,0,0,0,0,0,0,0,0,-4.95339e-07,9.30452e-08,0.684505,0.684505,1
96,0.01344,6.9864e-09,0,-7.86376e-06,1.66053e-06,-3.46581e-05,3.55778e-05,0.00564266,0,0,9.16457,0,-0.05656,1,1.0016,-2.1551e-08,-1.51859e-07,1.7341e-07,2.51789e-07,-0.255301,1.42604e-07,0.255301,0,0,0,0,0.00564266,0,0,0,0,0,0,0,0,-5.00826e-07,9.49351e-08,0.690797,0.690797,1
97,0.01358,7.19395e-09,0,-7.96273e-06,1.69749e-06,-3.50324e-05,3.59661e-05,0.00564498,0,0,9.16457,0,-0.05642,1,1.00159,-2.17532e-08,-1.53221e-07,1.74974e-07,2.51885e-07,-0.254705,1.44516e-07,0.254705,0,0,0,0,0.00564498,0,0,0,0,0,0,0,0,-5.06314e-07,9.68251e-08,0.69709,0.69709,1
98,0.01372,7.4015e-09,0,-8.0617e-06,1.73444e-06,-3.54067e-05,3.63543e-05,0.00564731,0,0,9.16457,0,-0.05628,1,1.00158,-2.19553e-08,-1.54584e-07,1.76539e-07,2.51981e-07,-0.254109,1.46429e-07,0.254109,0,0,0,0,0.00564731,0,0,0,0,0,0,0,0,-5.11802e-07,9.87151e-08,0.703382,0.703382,1
99,0.01386,7.60905e-09,0,-8.16067e-06,1.7714e-06,-3.5781e-05,3.67425e-05,0.00564963,0,0,9.16457,0,-0.05614,1,1.00157,-2.21574e-08,-1.55946e-07,1.78103e-07,2.52077e-07,-0.253513,1.48341e-07,0.253513,0,0,0,0,0.00564963,0,0,0,0,0,0,0,0,-5.1729e-07,1.00605e-07,0.709675,0.709675,1
100,0.014,7.81661e-09,0,-8.25964e-06,1.80835e-06,-3.61553e-05,3.71308e-05,0.00565195,0,0,9.16457,0,-0.056,1,1.00157,-2.23595e-08,-1.57308e-07,1.79668e-07,2.52173e-07,-0.252917,1.50253e-07,0.252917,0,0,0,0,0.00565195,0,0,0,0,0,0,0,0,-5.22777e-07,1.02495e-07,0.715967,0.715967,1
101,0.01414,8.02416e-09,0,-8.3586e-06,1.8453e-06,-3.65296e-05,3.75191e-05,0.00565427,0,0,9.16457,0,-0.05586,1,1.00156,-2.25616e-08,-1.5867e-07,1.81232e-07,2.52269e-07,-0.252321,1.52166e-07,0.252321,0,0,0,0,0.00565427,0,0,0,0,0,0,0,0,-5.28265e-07,1.04385e-07,0.72226,0.72226,1
102,0.01428,8.23172e-09,0,-8.45757e-06,1.88226e-06,-3.69039e-05,3.79074e-05,0.00565659,0,0,9.16457,0,-0.05572,1,1.00155,-2.27638e-08,-1.60033e-07,1.82797e-07,2.52365e-07,-0.251725,1.54078e-07,0.251725,0,0,0,0,0.00565659,0,0,0,0,0,0,0,0,-5.33753e-07,1.06275e-07,0.728553,0.728553,1
103,0.01442,8.43927e-09,0,-8.55654e-06,1.91921e-06,-3.72782e-05,3.82957e-05,0.00565892,0,0,9.16457,0,-0.05558,1,1.00154,-2.29659e-08,-1.61395e-07,1.84361e-07,2.52461e-07,-0.251129,1.5599e-07,0.251129,0,0,0,0,0.00565892,0,0,0,0,0,0,0,0,-5.39241e-07,1.08165e-07,0.734845,0.734845,1
104,0.01456,8.64682e-09,0,-8.65551e-06,1.95617e-06,-3.76525e-05,3.8684e-05,0.00566124,0,0,9.16457,0,-0.05544,1,1.00154,-2.3168e-08,-1.62757e-07,1.85925e-07,2.52557e-07,-0.250533,1.57903e-07,0.250533,0,0,0,0,0.00566124,0,0,0,0,0,0,0,0,-5.44728e-07,1.10055e-07,0.741138,0.741138,1
105,0.0147,8.85438e-09,0,-8.75448e-06,1.99312e-06,-3.80268e-05,3.90723e-05,0.00566356,0,0,9.16457,0,-0.0553,1,1.00153,-2.33701e-08,-1.6412e-07,1.8749e-07,2.52652e-07,-0.249937,1.59815e-07,0.249937,0,0,0,0,0.00566356,0,0,0,0,0,0,0,0,-5.50216e-07,1.11945e-07,0.747431,0.747431,1
106,0.01484,9.06193e-09,0,-8.85345e-06,2.03008e-06,-3.84011e-05,3.94607e-05,0.00566588,0,0,9.16457,0,-0.05516,1,1.00152,-2.35723e-08,-1.65482e-07,1.89054e-07,2.52748e-07,-0.249341,1.61727e-07,0.249341,0,0,0,0,0.00566588,0,0,0,0,0,0,0,0,-5.55704e-07,1.13835e-07,0.753723,0.753723,1
107,0.01498,9.26949e-09,0,-8.95241e-06,2.06703e-06,-3.87753e-05,3.9849e-05,0.0056682,0,0,9.16457,0,-0.05502,1,1.00151,-2.37744e-08,-1.66844e-07,1.90619e-07,2.52844e-07,-0.248745,1.6364e-07,0.248745,0,0,0,0,0.0056682,0,0,0,0,0,0,0,0,-5.61192e-07,1.15725e-07,0.760016,0.760016,1
108,0.01512,9.33714e-09,0,-9.05345e-06,2.11076e-06,-3.91019e-05,4.01918e-05,0.00567049,0,0,9.16457,0,-0.05488,1,1.0015,-2.39528e-08,-1.68026e-07,1.91979e-07,2.52567e-07,-0.248186,1.6585e-07,0.248186,0,0,0,0,0.00567049,0,0,0,0,0,0,0,0,-5.66462e-07,1.17885e-07,0.766005,0.766005,1
109,0.01526,9.38148e-09,0,-9.15482e-06,2.15562e-06,-3.94205e-05,4.0527e-05,0.00567277,0,0,9.16457,0,-0.05474,1,1.0015,-2.41273e-08,-1.69177e-07,1.93304e-07,2.52228e-07,-0.247634,1.6811e-07,0.247634,0,0,0,0,0.00567277,0,0,0,0,0,0,0,0,-5.71696e-07,1.20091e-07,0.771944,0.771944,1
110,0.0154,9.42581e-09,0,-9.2562e-06,2.20049e-06,-3.97392e-05,4.08622e-05,0.00567504,0,0,9.16457,0,-0.0546,1,1.00149,-2.43017e-08,-1.70328e-07,1.9463e-07,2.51889e-07,-0.247082,1.7037e-07,0.247082,0,0,0,0,0.00567504,0,0,0,0,0,0,0,0,-5.7693e-07,1.22297e-07,0.777883,0.777883,1
111,0.01554,9.47015e-09,0,-9.35757e-06,2.24535e-06,-4.00578e-05,4.11975e-05,0.00567732,0,0,9.16457,0,-0.05446,1,1.00148,-2.44762e-08,-1.7148e-07,1.95956e-07,2.5155e-07,-0.246529,1.7263e-07,0.246529,0,0,0,0,0.00567732,0,0,0,0,0,0,0,0,-5.82164e-07,1.24502e-07,0.783821,0.783821,1
112,0.01568,9.51448e-09,0,-9.45895e-06,2.29021e-06,-4.03764e-05,4.15328e-05,0.0056796,0,0,9.16457,0,-0.05432,1,1.00147,-2.46507e-08,-1.72631e-07,1.97282e-07,2.51211e-07,-0.245977,1.7489e-07,0.245977,0,0,0,0,0.0056796,0,0,0,0,0,0,0,0,-5.87398e-07,1.26708e-07,0.78976,0.78976,1
113,0.01582,9.55882e-09,0,-9.56033e-06,2.33507e-06,-4.0695e-05,4.18681e-05,0.00568188,0,0,9.16457,0,-0.05418,1,1.00147,-2.48251e-08,-1.73782e-07,1.98607e-07,2.50871e-07,-0.245425,1.7715e-07,0.245425,0,0,0,0,0.00568188,0,0,0,0,0,0,0,0,-5.92632e-07,1.28913e-07,0.795699,0.795699,1
114,0.01596,9.60315e-09,0,-9.6617e-06,2.37993e-06,-4.10136e-05,4.22034e-05,0.00568416,0,0,9.16457,0,-0.05404,1,1.00146,-2.49996e-08,-1.74934e-07,1.99933e-07,2.50532e-07,-0.244873,1.7941e-07,0.244873,0,0,0,0,0.00568416,0,0,0,0,0,0,0,0,-5.97866e-07,1.31119e-07,0.801638,0.801638,1
115,0.0161,9.64749e-09,0,-9.76308e-06,2.42479e-06,-4.13323e-05,4.25388e-05,0.00568643,0,0,9.16457,0,-0.0539,1,1.00145,-2.51741e-08,-1.76085e-07,2.01259e-07,2.50193e-07,-0.24432,1.8167e-07,0.24432,0,0,0,0,0.00568643,0,0,0,0,0,0,0,0,-6.031e-07,1.33325e-07,0.807576,0.807576,1
116,0.01624,9.69182e-09,0,-9.86445e-06,2.46965e-06,-4.16509e-05,4.28743e-05,0.00568871,0,0,9.16457,0,-0.05376,1,1.00144,-2.53486e-08,-1.77236e-07,2.02585e-07,2.49854e-07,-0.243768,1.8393e-07,0.243768,0,0,0,0,0.00568871,0,0,0,0,0,0,0,0,-6.08334e-07,1.3553e-07,0.813515,0.813515,1
117,0.01638,9.73616e-09,0,-9.96583e-06,2.51451e-06,-4.19695e-05,4.32097e-05,0.00569099,0,0,9.16457,0,-0.05362,1,1.00144,-2.5523e-08,-1.78387e-07,2.03911e-07,2.49515e-07,-0.243216,1.8619e-07,0.243216,0,0,0,0,0.00569099,0,0,0,0,0,0,0,0,-6.13568e-07,1.37736e-07,0.819454,0.819454,1
118,0.01652,9.7805e-09,0,-1.00672e-05,2.55937e-06,-4.22881e-05,4.35452e-05,0.00569327,0,0,9.16457,0,-0.05348,1,1.00143,-2.56975e-08,-1.79539e-07,2.05236e-07,2.49175e-07,-0.242664,1.8845e-07,0.242664,0,0,0,0,0.00569327,0,0,0,0,0,0,0,0,-6.18802e-07,1.39941e-07,0.825393,0.825393,1
119,0.01666,9.82483e-09,0,-1.01686e-05,2.60423e-06,-4.26067e-05,4.38807e-05,0.00569555,0,0,9.16457,0,-0.05334,1,1.00142,-2.5872e-08,-1.8069e-07,2.06562e-07,2.48836e-07,-0.242112,1.9071e-07,0.242112,0,0,0,0,0.00569555,0,0,0,0,0,0,0,0,-6.24036e-07,1.42147e-07,0.831331,0.831331,1
120,0.0168,9.86917e-09,0,-1.027e-05,2.64909e-06,-4.29254e-05,4.42162e-05,0.00569782,0,0,9.16457,0,-0.0532,1,1.00141,-2.60464e-08,-1.81841e-07,2.07888e-07,2.48497e-07,-0.241559,1.9297e-07,0.241559,0,0,0,0,0.00569782,0,0,0,0,0,0,0,0,-6.2927e-07,1.44352e-07,0.83727,0.83727,1
121,0.01694,9.9135e-09,0,-1.03713e-05,2.69395e-06,-4.3244e-05,4.45518e-05,0.0057001,0,0,9.16457,0,-0.05306,1,1.00141,-2.62209e-08,-1.82993e-07,2.09214e-07,2.48158e-07,-0.241007,1.9523e-07,0.241007,0,0,0,0,0.0057001,0,0,0,0,0,0,0,0,-6.34504e-07,1.46558e-07,0.843209,0.843209,1
122,0.01708,9.95784e-09,0,-1.04727e-05,2.73881e-06,-4.35626e-05,4.48874e-05,0.00570238,0,0,9.16457,0,-0.05292,1,1.0014,-2.63954e-08,-1.84144e-07,2.10539e-07,2.47819e-07,-0.240455,1.9749e-07,0.240455,0,0,0,0,0.00570238,0,0,0,0,0,0,0,0,-6.39738e-07,1.48764e-07,0.849148,0.849148,1
