Point ID,arc_length,div(phi),magR,momentError_0,momentError_1,momentError_2,momentError_Magnitude,nu,nut,nuTilda,p,Points_0,Points_1,Points_2,Points_Magnitude,turbulenceProperties:devReff_0,turbulenceProperties:devReff_1,turbulenceProperties:devReff_2,turbulenceProperties:devReff_3,turbulenceProperties:devReff_4,turbulenceProperties:devReff_5,turbulenceProperties:devReff_Magnitude,turbulenceProperties:epsilon,turbulenceProperties:I,turbulenceProperties:k,turbulenceProperties:L,turbulenceProperties:nuEff,turbulenceProperties:nut,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5,turbulenceProperties:R_Magnitude,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
530,0.0742,5.30596e-09,0,-7.18088e-06,5.56692e-06,8.66442e-06,1.2555e-05,0.00806476,0,0,9.16457,0,0.0042,1,1.00001,1.02695e-08,3.69936e-08,-4.7263e-08,-2.27996e-08,0.0198594,3.15513e-08,0.0198594,0,0,0,0,0.00806476,0,0,0,0,0,0,0,0,-1.03841e-06,7.66756e-07,1.93335,1.93335,1
531,0.07434,5.52718e-09,0,-7.16516e-06,5.56068e-06,8.70783e-06,1.25733e-05,0.00805575,0,0,9.16457,0,0.00434,1,1.00001,1.04562e-08,3.79733e-08,-4.84295e-08,-2.32032e-08,0.0205214,3.17648e-08,0.0205214,0,0,0,0,0.00805575,0,0,0,0,0,0,0,0,-1.03729e-06,7.66436e-07,1.93302,1.93302,1
532,0.07448,5.7484e-09,0,-7.14945e-06,5.55443e-06,8.75123e-06,1.25917e-05,0.00804673,0,0,9.16457,0,0.00448,1,1.00001,1.06429e-08,3.89531e-08,-4.9596e-08,-2.36067e-08,0.0211834,3.19784e-08,0.0211834,0,0,0,0,0.00804673,0,0,0,0,0,0,0,0,-1.03618e-06,7.66116e-07,1.93269,1.93269,1
533,0.07462,5.96962e-09,0,-7.13374e-06,5.54818e-06,8.79464e-06,1.26102e-05,0.00803772,0,0,9.16457,0,0.00462,1,1.00001,1.08297e-08,3.99328e-08,-5.07624e-08,-2.40103e-08,0.0218454,3.21919e-08,0.0218454,0,0,0,0,0.00803772,0,0,0,0,0,0,0,0,-1.03506e-06,7.65795e-07,1.93236,1.93236,1
534,0.07476,6.19084e-09,0,-7.11802e-06,5.54194e-06,8.83805e-06,1.2629e-05,0.00802871,0,0,9.16457,0,0.00476,1,1.00001,1.10164e-08,4.09125e-08,-5.19289e-08,-2.44139e-08,0.0225074,3.24054e-08,0.0225074,0,0,0,0,0.00802871,0,0,0,0,0,0,0,0,-1.03394e-06,7.65475e-07,1.93203,1.93203,1
535,0.0749,6.41205e-09,0,-7.10231e-06,5.53569e-06,8.88145e-06,1.26478e-05,0.00801969,0,0,9.16457,0,0.0049,1,1.00001,1.12031e-08,4.18923e-08,-5.30954e-08,-2.48175e-08,0.0231694,3.26189e-08,0.0231694,0,0,0,0,0.00801969,0,0,0,0,0,0,0,0,-1.03282e-06,7.65155e-07,1.9317,1.9317,1
536,0.07504,6.63327e-09,0,-7.0866e-06,5.52944e-06,8.92486e-06,1.26668e-05,0.00801068,0,0,9.16457,0,0.00504,1,1.00001,1.13899e-08,4.2872e-08,-5.42618e-08,-2.52211e-08,0.0238313,3.28324e-08,0.0238313,0,0,0,0,0.00801068,0,0,0,0,0,0,0,0,-1.0317e-06,7.64834e-07,1.93137,1.93137,1
537,0.07518,6.85449e-09,0,-7.07088e-06,5.5232e-06,8.96827e-06,1.26859e-05,0.00800166,0,0,9.16457,0,0.00518,1,1.00001,1.15766e-08,4.38517e-08,-5.54283e-08,-2.56246e-08,0.0244933,3.3046e-08,0.0244933,0,0,0,0,0.00800166,0,0,0,0,0,0,0,0,-1.03058e-06,7.64514e-07,1.93104,1.93104,1
538,0.07532,7.07571e-09,0,-7.05517e-06,5.51695e-06,9.01168e-06,1.27052e-05,0.00799265,0,0,9.16457,0,0.00532,1,1.00001,1.17633e-08,4.48315e-08,-5.65948e-08,-2.60282e-08,0.0251553,3.32595e-08,0.0251553,0,0,0,0,0.00799265,0,0,0,0,0,0,0,0,-1.02947e-06,7.64194e-07,1.9307,1.9307,1
539,0.07546,7.29693e-09,0,-7.03946e-06,5.5107e-06,9.05508e-06,1.27246e-05,0.00798363,0,0,9.16457,0,0.00546,1,1.00001,1.195e-08,4.58112e-08,-5.77612e-08,-2.64318e-08,0.0258173,3.3473e-08,0.0258173,0,0,0,0,0.00798363,0,0,0,0,0,0,0,0,-1.02835e-06,7.63873e-07,1.93037,1.93037,1
540,0.0756,7.51814e-09,0,-7.02374e-06,5.50445e-06,9.09849e-06,1.27442e-05,0.00797462,0,0,9.16457,0,0.0056,1,1.00002,1.21368e-08,4.6791e-08,-5.89277e-08,-2.68354e-08,0.0264793,3.36865e-08,0.0264793,0,0,0,0,0.00797462,0,0,0,0,0,0,0,0,-1.02723e-06,7.63553e-07,1.93004,1.93004,1
541,0.07574,7.73936e-09,0,-7.00803e-06,5.49821e-06,9.1419e-06,1.27639e-05,0.0079656,0,0,9.16457,0,0.00574,1,1.00002,1.23235e-08,4.77707e-08,-6.00942e-08,-2.7239e-08,0.0271413,3.39e-08,0.0271413,0,0,0,0,0.0079656,0,0,0,0,0,0,0,0,-1.02611e-06,7.63233e-07,1.92971,1.92971,1
542,0.07588,7.96058e-09,0,-6.99232e-06,5.49196e-06,9.18531e-06,1.27837e-05,0.00795659,0,0,9.16457,0,0.00588,1,1.00002,1.25102e-08,4.87504e-08,-6.12606e-08,-2.76425e-08,0.0278033,3.41136e-08,0.0278033,0,0,0,0,0.00795659,0,0,0,0,0,0,0,0,-1.02499e-06,7.62912e-07,1.92938,1.92938,1
543,0.07602,8.1818e-09,0,-6.9766e-06,5.48571e-06,9.22871e-06,1.28037e-05,0.00794758,0,0,9.16457,0,0.00602,1,1.00002,1.2697e-08,4.97302e-08,-6.24271e-08,-2.80461e-08,0.0284653,3.43271e-08,0.0284653,0,0,0,0,0.00794758,0,0,0,0,0,0,0,0,-1.02387e-06,7.62592e-07,1.92905,1.92905,1
544,0.07616,8.40302e-09,0,-6.96089e-06,5.47947e-06,9.27212e-06,1.28238e-05,0.00793856,0,0,9.16457,0,0.00616,1,1.00002,1.28837e-08,5.07099e-08,-6.35936e-08,-2.84497e-08,0.0291272,3.45406e-08,0.0291272,0,0,0,0,0.00793856,0,0,0,0,0,0,0,0,-1.02275e-06,7.62272e-07,1.92872,1.92872,1
545,0.0763,8.62423e-09,0,-6.94518e-06,5.47322e-06,9.31553e-06,1.28441e-05,0.00792955,0,0,9.16457,0,0.0063,1,1.00002,1.30704e-08,5.16896e-08,-6.476e-08,-2.88533e-08,0.0297892,3.47541e-08,0.0297892,0,0,0,0,0.00792955,0,0,0,0,0,0,0,0,-1.02164e-06,7.61951e-07,1.92839,1.92839,1
546,0.07644,8.84545e-09,0,-6.92946e-06,5.46697e-06,9.35894e-06,1.28645e-05,0.00792053,0,0,9.16457,0,0.00644,1,1.00002,1.32571e-08,5.26694e-08,-6.59265e-08,-2.92569e-08,0.0304512,3.49677e-08,0.0304512,0,0,0,0,0.00792053,0,0,0,0,0,0,0,0,-1.02052e-06,7.61631e-07,1.92806,1.92806,1
547,0.07658,9.06667e-09,0,-6.91375e-06,5.46073e-06,9.40234e-06,1.2885e-05,0.00791152,0,0,9.16457,0,0.00658,1,1.00002,1.34439e-08,5.36491e-08,-6.7093e-08,-2.96604e-08,0.0311132,3.51812e-08,0.0311132,0,0,0,0,0.00791152,0,0,0,0,0,0,0,0,-1.0194e-06,7.61311e-07,1.92773,1.92773,1
548,0.07672,9.28789e-09,0,-6.89804e-06,5.45448e-06,9.44575e-06,1.29057e-05,0.0079025,0,0,9.16457,0,0.00672,1,1.00002,1.36306e-08,5.46288e-08,-6.82594e-08,-3.0064e-08,0.0317752,3.53947e-08,0.0317752,0,0,0,0,0.0079025,0,0,0,0,0,0,0,0,-1.01828e-06,7.6099e-07,1.9274,1.9274,1
549,0.07686,9.50911e-09,0,-6.88232e-06,5.44823e-06,9.48916e-06,1.29265e-05,0.00789349,0,0,9.16457,0,0.00686,1,1.00002,1.38173e-08,5.56086e-08,-6.94259e-08,-3.04676e-08,0.0324372,3.56082e-08,0.0324372,0,0,0,0,0.00789349,0,0,0,0,0,0,0,0,-1.01716e-06,7.6067e-07,1.92707,1.92707,1
550,0.077,9.73032e-09,0,-6.86661e-06,5.44198e-06,9.53257e-06,1.29474e-05,0.00788448,0,0,9.16457,0,0.007,1,1.00002,1.40041e-08,5.65883e-08,-7.05924e-08,-3.08712e-08,0.0330992,3.58217e-08,0.0330992,0,0,0,0,0.00788448,0,0,0,0,0,0,0,0,-1.01604e-06,7.6035e-07,1.92674,1.92674,1
551,0.07714,9.95154e-09,0,-6.8509e-06,5.43574e-06,9.57597e-06,1.29685e-05,0.00787546,0,0,9.16457,0,0.00714,1,1.00003,1.41908e-08,5.75681e-08,-7.17588e-08,-3.12748e-08,0.0337611,3.60353e-08,0.0337611,0,0,0,0,0.00787546,0,0,0,0,0,0,0,0,-1.01493e-06,7.60029e-07,1.92641,1.92641,1
552,0.07728,1.01728e-08,0,-6.83518e-06,5.42949e-06,9.61938e-06,1.29897e-05,0.00786645,0,0,9.16457,0,0.00728,1,1.00003,1.43775e-08,5.85478e-08,-7.29253e-08,-3.16783e-08,0.0344231,3.62488e-08,0.0344231,0,0,0,0,0.00786645,0,0,0,0,0,0,0,0,-1.01381e-06,7.59709e-07,1.92608,1.92608,1
553,0.07742,1.0394e-08,0,-6.81947e-06,5.42324e-06,9.66279e-06,1.3011e-05,0.00785743,0,0,9.16457,0,0.00742,1,1.00003,1.45643e-08,5.95275e-08,-7.40918e-08,-3.20819e-08,0.0350851,3.64623e-08,0.0350851,0,0,0,0,0.00785743,0,0,0,0,0,0,0,0,-1.01269e-06,7.59389e-07,1.92574,1.92574,1
554,0.07756,1.06152e-08,0,-6.80376e-06,5.417e-06,9.7062e-06,1.30325e-05,0.00784842,0,0,9.16457,0,0.00756,1,1.00003,1.4751e-08,6.05073e-08,-7.52582e-08,-3.24855e-08,0.0357471,3.66758e-08,0.0357471,0,0,0,0,0.00784842,0,0,0,0,0,0,0,0,-1.01157e-06,7.59068e-07,1.92541,1.92541,1
555,0.0777,1.08364e-08,0,-6.78804e-06,5.41075e-06,9.7496e-06,1.30541e-05,0.0078394,0,0,9.16457,0,0.0077,1,1.00003,1.49377e-08,6.1487e-08,-7.64247e-08,-3.28891e-08,0.0364091,3.68893e-08,0.0364091,0,0,0,0,0.0078394,0,0,0,0,0,0,0,0,-1.01045e-06,7.58748e-07,1.92508,1.92508,1
556,0.07784,1.10576e-08,0,-6.77233e-06,5.4045e-06,9.79301e-06,1.30758e-05,0.00783039,0,0,9.16457,0,0.00784,1,1.00003,1.51244e-08,6.24667e-08,-7.75912e-08,-3.32927e-08,0.0370711,3.71029e-08,0.0370711,0,0,0,0,0.00783039,0,0,0,0,0,0,0,0,-1.00933e-06,7.58428e-07,1.92475,1.92475,1
557,0.07798,1.12788e-08,0,-6.75662e-06,5.39826e-06,9.83642e-06,1.30976e-05,0.00782137,0,0,9.16457,0,0.00798,1,1.00003,1.53112e-08,6.34465e-08,-7.87576e-08,-3.36962e-08,0.0377331,3.73164e-08,0.0377331,0,0,0,0,0.00782137,0,0,0,0,0,0,0,0,-1.00822e-06,7.58107e-07,1.92442,1.92442,1
558,0.07812,1.14876e-08,0,-6.73984e-06,5.39073e-06,9.88117e-06,1.31196e-05,0.00781128,0,0,9.16457,0,0.00812,1,1.00003,1.54924e-08,6.44091e-08,-7.99015e-08,-3.40905e-08,0.0383939,3.76203e-08,0.0383939,0,0,0,0,0.00781128,0,0,0,0,0,0,0,0,-1.00703e-06,7.57673e-07,1.92394,1.92394,1
559,0.07826,1.16483e-08,0,-6.71898e-06,5.37827e-06,9.93109e-06,1.31414e-05,0.00779702,0,0,9.16457,0,0.00826,1,1.00003,1.56524e-08,6.53062e-08,-8.09586e-08,-3.44488e-08,0.0390504,3.82707e-08,0.0390504,0,0,0,0,0.00779702,0,0,0,0,0,0,0,0,-1.00559e-06,7.56799e-07,1.92286,1.92286,1
560,0.0784,1.1809e-08,0,-6.69812e-06,5.36582e-06,9.981e-06,1.31635e-05,0.00778276,0,0,9.16457,0,0.0084,1,1.00004,1.58125e-08,6.62033e-08,-8.20157e-08,-3.48071e-08,0.0397069,3.89212e-08,0.0397069,0,0,0,0,0.00778276,0,0,0,0,0,0,0,0,-1.00415e-06,7.55926e-07,1.92178,1.92178,1
561,0.07854,1.19697e-08,0,-6.67726e-06,5.35336e-06,1.00309e-05,1.31857e-05,0.0077685,0,0,9.16457,0,0.00854,1,1.00004,1.59725e-08,6.71004e-08,-8.30728e-08,-3.51654e-08,0.0403634,3.95716e-08,0.0403634,0,0,0,0,0.0077685,0,0,0,0,0,0,0,0,-1.00271e-06,7.55053e-07,1.9207,1.9207,1
562,0.07868,1.21304e-08,0,-6.6564e-06,5.34091e-06,1.00808e-05,1.32082e-05,0.00775424,0,0,9.16457,0,0.00868,1,1.00004,1.61325e-08,6.79974e-08,-8.413e-08,-3.55238e-08,0.04102,4.02221e-08,0.04102,0,0,0,0,0.00775424,0,0,0,0,0,0,0,0,-1.00127e-06,7.54179e-07,1.91962,1.91962,1
563,0.07882,1.22911e-08,0,-6.63554e-06,5.32845e-06,1.01307e-05,1.32308e-05,0.00773999,0,0,9.16457,0,0.00882,1,1.00004,1.62926e-08,6.88945e-08,-8.51871e-08,-3.58821e-08,0.0416765,4.08725e-08,0.0416765,0,0,0,0,0.00773999,0,0,0,0,0,0,0,0,-9.99828e-07,7.53306e-07,1.91854,1.91854,1
564,0.07896,1.24518e-08,0,-6.61468e-06,5.316e-06,1.01807e-05,1.32537e-05,0.00772573,0,0,9.16457,0,0.00896,1,1.00004,1.64526e-08,6.97916e-08,-8.62442e-08,-3.62404e-08,0.042333,4.1523e-08,0.042333,0,0,0,0,0.00772573,0,0,0,0,0,0,0,0,-9.98387e-07,7.52433e-07,1.91746,1.91746,1
565,0.0791,1.26125e-08,0,-6.59382e-06,5.30355e-06,1.02306e-05,1.32767e-05,0.00771147,0,0,9.16457,0,0.0091,1,1.00004,1.66126e-08,7.06887e-08,-8.73013e-08,-3.65988e-08,0.0429895,4.21735e-08,0.0429895,0,0,0,0,0.00771147,0,0,0,0,0,0,0,0,-9.96947e-07,7.5156e-07,1.91638,1.91638,1
566,0.07924,1.27732e-08,0,-6.57296e-06,5.29109e-06,1.02805e-05,1.32999e-05,0.00769721,0,0,9.16457,0,0.00924,1,1.00004,1.67727e-08,7.15858e-08,-8.83585e-08,-3.69571e-08,0.043646,4.28239e-08,0.043646,0,0,0,0,0.00769721,0,0,0,0,0,0,0,0,-9.95506e-07,7.50686e-07,1.9153,1.9153,1
567,0.07938,1.29339e-08,0,-6.5521e-06,5.27864e-06,1.03304e-05,1.33233e-05,0.00768296,0,0,9.16457,0,0.00938,1,1.00004,1.69327e-08,7.24829e-08,-8.94156e-08,-3.73154e-08,0.0443025,4.34744e-08,0.0443025,0,0,0,0,0.00768296,0,0,0,0,0,0,0,0,-9.94066e-07,7.49813e-07,1.91422,1.91422,1
568,0.07952,1.30947e-08,0,-6.53124e-06,5.26618e-06,1.03803e-05,1.33469e-05,0.0076687,0,0,9.16457,0,0.00952,1,1.00005,1.70928e-08,7.338e-08,-9.04727e-08,-3.76737e-08,0.044959,4.41248e-08,0.044959,0,0,0,0,0.0076687,0,0,0,0,0,0,0,0,-9.92625e-07,7.4894e-07,1.91314,1.91314,1
569,0.07966,1.32554e-08,0,-6.51037e-06,5.25373e-06,1.04302e-05,1.33707e-05,0.00765444,0,0,9.16457,0,0.00966,1,1.00005,1.72528e-08,7.4277e-08,-9.15298e-08,-3.80321e-08,0.0456155,4.47681e-08,0.0456155,0,0,0,0,0.00765444,0,0,0,0,0,0,0,0,-9.91184e-07,7.48067e-07,1.91206,1.91206,1
570,0.0798,1.34161e-08,0,-6.48951e-06,5.24127e-06,1.04801e-05,1.33947e-05,0.00764018,0,0,9.16457,0,0.0098,1,1.00005,1.74128e-08,7.51741e-08,-9.2587e-08,-3.83904e-08,0.046272,4.54087e-08,0.046272,0,0,0,0,0.00764018,0,0,0,0,0,0,0,0,-9.89744e-07,7.47193e-07,1.91099,1.91099,1
571,0.07994,1.35768e-08,0,-6.46865e-06,5.22882e-06,1.05301e-05,1.34189e-05,0.00762593,0,0,9.16457,0,0.00994,1,1.00005,1.75729e-08,7.60712e-08,-9.36441e-08,-3.87487e-08,0.0469285,4.60492e-08,0.0469285,0,0,0,0,0.00762593,0,0,0,0,0,0,0,0,-9.88303e-07,7.4632e-07,1.90991,1.90991,1
572,0.08008,1.37375e-08,0,-6.44779e-06,5.21636e-06,1.058e-05,1.34432e-05,0.00761167,0,0,9.16457,0,0.01008,1,1.00005,1.77329e-08,7.69683e-08,-9.47012e-08,-3.9107e-08,0.047585,4.66898e-08,0.047585,0,0,0,0,0.00761167,0,0,0,0,0,0,0,0,-9.86863e-07,7.45447e-07,1.90883,1.90883,1
573,0.08022,1.38982e-08,0,-6.42693e-06,5.20391e-06,1.06299e-05,1.34678e-05,0.00759741,0,0,9.16457,0,0.01022,1,1.00005,1.7893e-08,7.78654e-08,-9.57583e-08,-3.94654e-08,0.0482415,4.73304e-08,0.0482415,0,0,0,0,0.00759741,0,0,0,0,0,0,0,0,-9.85422e-07,7.44574e-07,1.90775,1.90775,1
574,0.08036,1.40589e-08,0,-6.40607e-06,5.19146e-06,1.06798e-05,1.34925e-05,0.00758315,0,0,9.16457,0,0.01036,1,1.00005,1.8053e-08,7.87625e-08,-9.68154e-08,-3.98237e-08,0.048898,4.7971e-08,0.048898,0,0,0,0,0.00758315,0,0,0,0,0,0,0,0,-9.83982e-07,7.437e-07,1.90667,1.90667,1
575,0.0805,1.42196e-08,0,-6.38521e-06,5.179e-06,1.07297e-05,1.35174e-05,0.00756889,0,0,9.16457,0,0.0105,1,1.00006,1.8213e-08,7.96596e-08,-9.78726e-08,-4.0182e-08,0.0495546,4.86115e-08,0.0495546,0,0,0,0,0.00756889,0,0,0,0,0,0,0,0,-9.82541e-07,7.42827e-07,1.90559,1.90559,1
576,0.08064,1.43803e-08,0,-6.36435e-06,5.16655e-06,1.07796e-05,1.35425e-05,0.00755464,0,0,9.16457,0,0.01064,1,1.00006,1.83731e-08,8.05567e-08,-9.89297e-08,-4.05403e-08,0.0502111,4.92521e-08,0.0502111,0,0,0,0,0.00755464,0,0,0,0,0,0,0,0,-9.811e-07,7.41954e-07,1.90451,1.90451,1
577,0.08078,1.45411e-08,0,-6.34349e-06,5.15409e-06,1.08295e-05,1.35677e-05,0.00754038,0,0,9.16457,0,0.01078,1,1.00006,1.85331e-08,8.14537e-08,-9.99868e-08,-4.08987e-08,0.0508676,4.98927e-08,0.0508676,0,0,0,0,0.00754038,0,0,0,0,0,0,0,0,-9.7966e-07,7.4108e-07,1.90343,1.90343,1
578,0.08092,1.47018e-08,0,-6.32263e-06,5.14164e-06,1.08795e-05,1.35932e-05,0.00752612,0,0,9.16457,0,0.01092,1,1.00006,1.86932e-08,8.23508e-08,-1.01044e-07,-4.1257e-08,0.0515241,5.05333e-08,0.0515241,0,0,0,0,0.00752612,0,0,0,0,0,0,0,0,-9.78219e-07,7.40207e-07,1.90235,1.90235,1
579,0.08106,1.48625e-08,0,-6.30177e-06,5.12918e-06,1.09294e-05,1.36188e-05,0.00751186,0,0,9.16457,0,0.01106,1,1.00006,1.88532e-08,8.32479e-08,-1.02101e-07,-4.16153e-08,0.0521806,5.11739e-08,0.0521806,0,0,0,0,0.00751186,0,0,0,0,0,0,0,0,-9.76779e-07,7.39334e-07,1.90127,1.90127,1
580,0.0812,1.50232e-08,0,-6.28091e-06,5.11673e-06,1.09793e-05,1.36446e-05,0.00749761,0,0,9.16457,0,0.0112,1,1.00006,1.90132e-08,8.4145e-08,-1.03158e-07,-4.19737e-08,0.0528371,5.18144e-08,0.0528371,0,0,0,0,0.00749761,0,0,0,0,0,0,0,0,-9.75338e-07,7.38461e-07,1.90019,1.90019,1
581,0.08134,1.51839e-08,0,-6.26005e-06,5.10428e-06,1.10292e-05,1.36706e-05,0.00748335,0,0,9.16457,0,0.01134,1,1.00006,1.91733e-08,8.50421e-08,-1.04215e-07,-4.2332e-08,0.0534936,5.2455e-08,0.0534936,0,0,0,0,0.00748335,0,0,0,0,0,0,0,0,-9.73898e-07,7.37587e-07,1.89911,1.89911,1
582,0.08148,1.53446e-08,0,-6.23919e-06,5.09182e-06,1.10791e-05,1.36967e-05,0.00746909,0,0,9.16457,0,0.01148,1,1.00007,1.93333e-08,8.59392e-08,-1.05272e-07,-4.26903e-08,0.0541501,5.30956e-08,0.0541501,0,0,0,0,0.00746909,0,0,0,0,0,0,0,0,-9.72457e-07,7.36714e-07,1.89803,1.89803,1
583,0.08162,1.55053e-08,0,-6.21833e-06,5.07937e-06,1.1129e-05,1.37231e-05,0.00745483,0,0,9.16457,0,0.01162,1,1.00007,1.94933e-08,8.68363e-08,-1.0633e-07,-4.30486e-08,0.0548066,5.37362e-08,0.0548066,0,0,0,0,0.00745483,0,0,0,0,0,0,0,0,-9.71017e-07,7.35841e-07,1.89695,1.89695,1
584,0.08176,1.5666e-08,0,-6.19747e-06,5.06691e-06,1.11789e-05,1.37496e-05,0.00744057,0,0,9.16457,0,0.01176,1,1.00007,1.96534e-08,8.77333e-08,-1.07387e-07,-4.3407e-08,0.0554631,5.43768e-08,0.0554631,0,0,0,0,0.00744057,0,0,0,0,0,0,0,0,-9.69576e-07,7.34968e-07,1.89587,1.89587,1
585,0.0819,1.58267e-08,0,-6.17661e-06,5.05446e-06,1.12289e-05,1.37763e-05,0.00742632,0,0,9.16457,0,0.0119,1,1.00007,1.98134e-08,8.86304e-08,-1.08444e-07,-4.37653e-08,0.0561196,5.50173e-08,0.0561196,0,0,0,0,0.00742632,0,0,0,0,0,0,0,0,-9.68135e-07,7.34094e-07,1.8948,1.8948,1
586,0.08204,1.59875e-08,0,-6.15575e-06,5.042e-06,1.12788e-05,1.38031e-05,0.00741206,0,0,9.16457,0,0.01204,1,1.00007,1.99735e-08,8.95275e-08,-1.09501e-07,-4.41236e-08,0.0567761,5.56579e-08,0.0567761,0,0,0,0,0.00741206,0,0,0,0,0,0,0,0,-9.66695e-07,7.33221e-07,1.89372,1.89372,1
587,0.08218,1.61482e-08,0,-6.13489e-06,5.02955e-06,1.13287e-05,1.38301e-05,0.0073978,0,0,9.16457,0,0.01218,1,1.00007,2.01335e-08,9.04246e-08,-1.10558e-07,-4.44819e-08,0.0574327,5.62985e-08,0.0574327,0,0,0,0,0.0073978,0,0,0,0,0,0,0,0,-9.65254e-07,7.32348e-07,1.89264,1.89264,1
588,0.08232,1.63089e-08,0,-6.11403e-06,5.0171e-06,1.13786e-05,1.38573e-05,0.00738354,0,0,9.16457,0,0.01232,1,1.00008,2.02935e-08,9.13217e-08,-1.11615e-07,-4.48403e-08,0.0580892,5.69391e-08,0.0580892,0,0,0,0,0.00738354,0,0,0,0,0,0,0,0,-9.63814e-07,7.31474e-07,1.89156,1.89156,1
589,0.08246,1.64696e-08,0,-6.09317e-06,5.00464e-06,1.14285e-05,1.38847e-05,0.00736929,0,0,9.16457,0,0.01246,1,1.00008,2.04536e-08,9.22188e-08,-1.12672e-07,-4.51986e-08,0.0587457,5.75797e-08,0.0587457,0,0,0,0,0.00736929,0,0,0,0,0,0,0,0,-9.62373e-07,7.30601e-07,1.89048,1.89048,1
590,0.0826,1.66303e-08,0,-6.07231e-06,4.99219e-06,1.14784e-05,1.39122e-05,0.00735503,0,0,9.16457,0,0.0126,1,1.00008,2.06136e-08,9.31159e-08,-1.13729e-07,-4.55569e-08,0.0594022,5.82202e-08,0.0594022,0,0,0,0,0.00735503,0,0,0,0,0,0,0,0,-9.60933e-07,7.29728e-07,1.8894,1.8894,1
591,0.08274,1.6791e-08,0,-6.05145e-06,4.97973e-06,1.15283e-05,1.39399e-05,0.00734077,0,0,9.16457,0,0.01274,1,1.00008,2.07737e-08,9.40129e-08,-1.14787e-07,-4.59153e-08,0.0600587,5.88608e-08,0.0600587,0,0,0,0,0.00734077,0,0,0,0,0,0,0,0,-9.59492e-07,7.28855e-07,1.88832,1.88832,1
592,0.08288,1.69517e-08,0,-6.03059e-06,4.96728e-06,1.15783e-05,1.39677e-05,0.00732651,0,0,9.16457,0,0.01288,1,1.00008,2.09337e-08,9.491e-08,-1.15844e-07,-4.62736e-08,0.0607152,5.95014e-08,0.0607152,0,0,0,0,0.00732651,0,0,0,0,0,0,0,0,-9.58051e-07,7.27981e-07,1.88724,1.88724,1
593,0.08302,1.71124e-08,0,-6.00973e-06,4.95482e-06,1.16282e-05,1.39958e-05,0.00731225,0,0,9.16457,0,0.01302,1,1.00008,2.10937e-08,9.58071e-08,-1.16901e-07,-4.66319e-08,0.0613717,6.0142e-08,0.0613717,0,0,0,0,0.00731225,0,0,0,0,0,0,0,0,-9.56611e-07,7.27108e-07,1.88616,1.88616,1
594,0.08316,1.72731e-08,0,-5.98887e-06,4.94237e-06,1.16781e-05,1.4024e-05,0.007298,0,0,9.16457,0,0.01316,1,1.00009,2.12538e-08,9.67042e-08,-1.17958e-07,-4.69902e-08,0.0620282,6.07825e-08,0.0620282,0,0,0,0,0.007298,0,0,0,0,0,0,0,0,-9.5517e-07,7.26235e-07,1.88508,1.88508,1
595,0.0833,1.74338e-08,0,-5.968e-06,4.92992e-06,1.1728e-05,1.40523e-05,0.00728374,0,0,9.16457,0,0.0133,1,1.00009,2.14138e-08,9.76013e-08,-1.19015e-07,-4.73486e-08,0.0626847,6.14231e-08,0.0626847,0,0,0,0,0.00728374,0,0,0,0,0,0,0,0,-9.5373e-07,7.25362e-07,1.884,1.884,1
596,0.08344,1.75946e-08,0,-5.94714e-06,4.91746e-06,1.17779e-05,1.40808e-05,0.00726948,0,0,9.16457,0,0.01344,1,1.00009,2.15738e-08,9.84984e-08,-1.20072e-07,-4.77069e-08,0.0633412,6.20637e-08,0.0633412,0,0,0,0,0.00726948,0,0,0,0,0,0,0,0,-9.52289e-07,7.24488e-07,1.88292,1.88292,1
597,0.08358,1.77553e-08,0,-5.92628e-06,4.90501e-06,1.18278e-05,1.41095e-05,0.00725522,0,0,9.16457,0,0.01358,1,1.00009,2.17339e-08,9.93955e-08,-1.21129e-07,-4.80652e-08,0.0639977,6.27043e-08,0.0639977,0,0,0,0,0.00725522,0,0,0,0,0,0,0,0,-9.50849e-07,7.23615e-07,1.88184,1.88184,1
598,0.08372,1.7916e-08,0,-5.90542e-06,4.89255e-06,1.18777e-05,1.41383e-05,0.00724097,0,0,9.16457,0,0.01372,1,1.00009,2.18939e-08,1.00293e-07,-1.22186e-07,-4.84235e-08,0.0646542,6.33449e-08,0.0646542,0,0,0,0,0.00724097,0,0,0,0,0,0,0,0,-9.49408e-07,7.22742e-07,1.88076,1.88076,1
599,0.08386,1.80767e-08,0,-5.88456e-06,4.8801e-06,1.19277e-05,1.41673e-05,0.00722671,0,0,9.16457,0,0.01386,1,1.0001,2.2054e-08,1.0119e-07,-1.23244e-07,-4.87819e-08,0.0653107,6.39854e-08,0.0653107,0,0,0,0,0.00722671,0,0,0,0,0,0,0,0,-9.47968e-07,7.21868e-07,1.87969,1.87969,1
600,0.084,1.82374e-08,0,-5.8637e-06,4.86764e-06,1.19776e-05,1.41965e-05,0.00721245,0,0,9.16457,0,0.014,1,1.0001,2.2214e-08,1.02087e-07,-1.24301e-07,-4.91402e-08,0.0659673,6.4626e-08,0.0659673,0,0,0,0,0.00721245,0,0,0,0,0,0,0,0,-9.46527e-07,7.20995e-07,1.87861,1.87861,1
